------------------------------------------------------------------------------
------------ AVIÓNICA COHETE SONDA ORIÓN UIS - Almacenamiento ----------------
Test: Cálculo altura - MS5611  |  Identificador: 02  |  Etapa de sensado
Autores: Juan Martin Vivas Camargo  |  Santiago Hernández Rincón
------------------------------------------------------------------------------
Contador -> Contador identificador.
Anterior -> Tiempo de muestra anterior.
Actual -> Tiempo de muestra actual.
Intervalo -> Intervalo - diferencia entre muestras.
Temperatura -> Lectura de Temperatura.
Presión -> Lectura de Presión.
Altura -> Lectura de Altura.
------------------------------------------------------------------------------------------------------
Contador________Anterior________Actual__________Intervalo_______Temperatura_____Presión_________Altura
------------------------------------------------------------------------------------------------------
0;		0;		6703;		6703;		19.64;		757.43;		-0.93
2588;		118794;		118837;		43;		19.71;		757.33;		0.18
2589;		118837;		118880;		43;		19.71;		757.33;		0.18
2590;		118880;		118923;		43;		19.71;		757.45;		-1.16
2591;		118923;		118974;		51;		19.71;		757.33;		0.18
2592;		118974;		119017;		43;		19.71;		757.22;		1.41
2593;		119017;		119072;		55;		19.71;		757.33;		0.18
2594;		119072;		119115;		43;		19.71;		757.33;		0.18
2595;		119115;		119158;		43;		19.71;		757.33;		0.18
2596;		119158;		119201;		43;		19.71;		757.45;		-1.16
2597;		119201;		119244;		43;		19.71;		757.33;		0.18
2598;		119244;		119305;		61;		19.71;		757.33;		0.18
2599;		119305;		119348;		43;		19.71;		757.33;		0.18
2600;		119348;		119391;		43;		19.71;		757.33;		0.18
2601;		119391;		119442;		51;		19.71;		757.33;		0.18
2602;		119442;		119485;		43;		19.71;		757.33;		0.18
2603;		119485;		119528;		43;		19.71;		757.33;		0.18
2604;		119528;		119571;		43;		19.71;		757.33;		0.18
2605;		119571;		119614;		43;		19.71;		757.22;		1.41
2606;		119614;		119657;		43;		19.71;		757.33;		0.18
2607;		119657;		119700;		43;		19.71;		757.45;		-1.16
2608;		119700;		119743;		43;		19.71;		757.22;		1.41
2609;		119743;		119786;		43;		19.71;		757.33;		0.18
2610;		119786;		119829;		43;		19.72;		757.37;		-0.26
2611;		119829;		119891;		62;		19.71;		757.33;		0.18
2612;		119891;		119934;		43;		19.71;		757.33;		0.18
2613;		119934;		119977;		43;		19.72;		757.26;		0.96
2614;		119977;		120038;		61;		19.71;		757.33;		0.18
2615;		120038;		120081;		43;		19.71;		757.33;		0.18
2616;		120081;		120124;		43;		19.71;		757.22;		1.41
2617;		120124;		120167;		43;		19.72;		757.37;		-0.26
2618;		120167;		120210;		43;		19.71;		757.33;		0.18
2619;		120210;		120253;		43;		19.72;		757.37;		-0.26
2620;		120253;		120304;		51;		19.71;		757.33;		0.18
2621;		120304;		120347;		43;		19.71;		757.33;		0.18
2622;		120347;		120390;		43;		19.71;		757.33;		0.18
2623;		120390;		120433;		43;		19.72;		757.37;		-0.26
2624;		120433;		120476;		43;		19.72;		757.37;		-0.26
2625;		120476;		120519;		43;		19.71;		757.33;		0.18
2626;		120519;		120562;		43;		19.71;		757.33;		0.18
2627;		120562;		120605;		43;		19.72;		757.37;		-0.26
2628;		120605;		120660;		55;		19.72;		757.26;		0.96
2629;		120660;		120703;		43;		19.71;		757.33;		0.18
2630;		120703;		120754;		51;		19.71;		757.45;		-1.16
2631;		120754;		120814;		60;		19.71;		757.33;		0.18
2632;		120814;		120857;		43;		19.71;		757.45;		-1.16
2633;		120857;		120900;		43;		19.71;		757.33;		0.18
2634;		120900;		120943;		43;		19.71;		757.33;		0.18
2635;		120943;		120986;		43;		19.71;		757.33;		0.18
2636;		120986;		121029;		43;		19.71;		757.33;		0.18
2637;		121029;		121072;		43;		19.71;		757.33;		0.18
2638;		121072;		121115;		43;		19.71;		757.33;		0.18
2639;		121115;		121158;		43;		19.71;		757.33;		0.18
2640;		121158;		121209;		51;		19.71;		757.33;		0.18
2641;		121209;		121252;		43;		19.71;		757.45;		-1.16
2642;		121252;		121295;		43;		19.71;		757.33;		0.18
2643;		121295;		121338;		43;		19.71;		757.33;		0.18
2644;		121338;		121381;		43;		19.71;		757.33;		0.18
2645;		121381;		121436;		55;		19.71;		757.22;		1.41
2646;		121436;		121479;		43;		19.71;		757.33;		0.18
2647;		121479;		121540;		61;		19.71;		757.33;		0.18
2648;		121540;		121583;		43;		19.71;		757.33;		0.18
2649;		121583;		121658;		75;		19.71;		757.33;		0.18
2650;		121658;		121701;		43;		19.71;		757.33;		0.18
2651;		121701;		121744;		43;		19.71;		757.33;		0.18
2652;		121744;		121787;		43;		19.71;		757.33;		0.18
2653;		121787;		121830;		43;		19.71;		757.22;		1.41
2654;		121830;		121873;		43;		19.71;		757.33;		0.18
2655;		121873;		121916;		43;		19.71;		757.22;		1.41
2656;		121916;		121959;		43;		19.71;		757.33;		0.18
2657;		121959;		122002;		43;		19.71;		757.33;		0.18
2658;		122002;		122045;		43;		19.72;		757.26;		0.96
2659;		122045;		122096;		51;		19.71;		757.22;		1.41
2660;		122096;		122139;		43;		19.72;		757.37;		-0.26
2661;		122139;		122182;		43;		19.71;		757.33;		0.18
2662;		122182;		122237;		55;		19.72;		757.26;		0.96
2663;		122237;		122280;		43;		19.72;		757.48;		-1.49
2664;		122280;		122341;		61;		19.71;		757.22;		1.41
2665;		122341;		122384;		43;		19.71;		757.33;		0.18
2666;		122384;		122427;		43;		19.71;		757.33;		0.18
2667;		122427;		122470;		43;		19.71;		757.33;		0.18
2668;		122470;		122513;		43;		19.72;		757.37;		-0.26
2669;		122513;		122564;		51;		19.71;		757.33;		0.18
2670;		122564;		122607;		43;		19.71;		757.33;		0.18
2671;		122607;		122650;		43;		19.71;		757.33;		0.18
2672;		122650;		122693;		43;		19.71;		757.33;		0.18
2673;		122693;		122736;		43;		19.72;		757.37;		-0.26
2674;		122736;		122779;		43;		19.71;		757.33;		0.18
2675;		122779;		122822;		43;		19.72;		757.37;		-0.26
2676;		122822;		122865;		43;		19.71;		757.22;		1.41
2677;		122865;		122908;		43;		19.72;		757.37;		-0.26
2678;		122908;		122959;		51;		19.71;		757.33;		0.18
2679;		122959;		123014;		55;		19.71;		757.33;		0.18
2680;		123014;		123090;		76;		19.71;		757.33;		0.18
2681;		123090;		123133;		43;		19.71;		757.33;		0.18
2682;		123133;		123176;		43;		19.71;		757.33;		0.18
2683;		123176;		123219;		43;		19.71;		757.33;		0.18
2684;		123219;		123262;		43;		19.72;		757.37;		-0.26
2685;		123262;		123305;		43;		19.71;		757.33;		0.18
2686;		123305;		123348;		43;		19.72;		757.37;		-0.26
2687;		123348;		123391;		43;		19.72;		757.48;		-1.49
2688;		123391;		123442;		51;		19.71;		757.33;		0.18
2689;		123442;		123485;		43;		19.71;		757.45;		-1.16
2690;		123485;		123528;		43;		19.72;		757.37;		-0.26
2691;		123528;		123571;		43;		19.71;		757.22;		1.41
2692;		123571;		123614;		43;		19.72;		757.26;		0.96
2693;		123614;		123657;		43;		19.72;		757.26;		0.96
2694;		123657;		123700;		43;		19.71;		757.33;		0.18
2695;		123700;		123743;		43;		19.71;		757.33;		0.18
2696;		123743;		123797;		54;		19.72;		757.26;		0.96
2697;		123797;		123866;		69;		19.72;		757.37;		-0.26
2698;		123866;		123909;		43;		19.71;		757.33;		0.18
2699;		123909;		123952;		43;		19.72;		757.37;		-0.26
2700;		123952;		123995;		43;		19.72;		757.26;		0.96
2701;		123995;		124038;		43;		19.71;		757.22;		1.41
2702;		124038;		124081;		43;		19.72;		757.37;		-0.26
2703;		124081;		124124;		43;		19.72;		757.37;		-0.26
2704;		124124;		124167;		43;		19.72;		757.37;		-0.26
2705;		124167;		124210;		43;		19.71;		757.45;		-1.16
2706;		124210;		124253;		43;		19.72;		757.37;		-0.26
2707;		124253;		124304;		51;		19.72;		757.37;		-0.26
2708;		124304;		124347;		43;		19.71;		757.33;		0.18
2709;		124347;		124390;		43;		19.72;		757.37;		-0.26
2710;		124390;		124433;		43;		19.71;		757.33;		0.18
2711;		124433;		124476;		43;		19.71;		757.33;		0.18
2712;		124476;		124519;		43;		19.71;		757.33;		0.18
2713;		124519;		124592;		73;		19.71;		757.45;		-1.16
2714;		124592;		124635;		43;		19.72;		757.37;		-0.26
2715;		124635;		124678;		43;		19.71;		757.22;		1.41
2716;		124678;		124729;		51;		19.72;		757.37;		-0.26
2717;		124729;		124772;		43;		19.72;		757.37;		-0.26
2718;		124772;		124815;		43;		19.72;		757.37;		-0.26
2719;		124815;		124858;		43;		19.71;		757.45;		-1.16
2720;		124858;		124901;		43;		19.71;		757.33;		0.18
2721;		124901;		124944;		43;		19.71;		757.45;		-1.16
2722;		124944;		124987;		43;		19.71;		757.33;		0.18
2723;		124987;		125030;		43;		19.72;		757.26;		0.96
2724;		125030;		125073;		43;		19.71;		757.33;		0.18
2725;		125073;		125116;		43;		19.71;		757.33;		0.18
2726;		125116;		125167;		51;		19.72;		757.26;		0.96
2727;		125167;		125210;		43;		19.71;		757.45;		-1.16
2728;		125210;		125253;		43;		19.72;		757.37;		-0.26
2729;		125253;		125296;		43;		19.71;		757.33;		0.18
2730;		125296;		125367;		71;		19.71;		757.33;		0.18
2731;		125367;		125410;		43;		19.71;		757.33;		0.18
2732;		125410;		125453;		43;		19.71;		757.33;		0.18
2733;		125453;		125496;		43;		19.71;		757.33;		0.18
2734;		125496;		125539;		43;		19.71;		757.33;		0.18
2735;		125539;		125582;		43;		19.71;		757.33;		0.18
2736;		125582;		125633;		51;		19.71;		757.33;		0.18
2737;		125633;		125676;		43;		19.71;		757.33;		0.18
2738;		125676;		125719;		43;		19.71;		757.33;		0.18
2739;		125719;		125762;		43;		19.71;		757.45;		-1.16
2740;		125762;		125805;		43;		19.71;		757.33;		0.18
2741;		125805;		125848;		43;		19.71;		757.22;		1.41
2742;		125848;		125891;		43;		19.71;		757.33;		0.18
2743;		125891;		125934;		43;		19.72;		757.37;		-0.26
2744;		125934;		125977;		43;		19.71;		757.33;		0.18
2745;		125977;		126042;		65;		19.71;		757.33;		0.18
2746;		126042;		126103;		61;		19.71;		757.33;		0.18
2747;		126103;		126157;		54;		19.72;		757.37;		-0.26
2748;		126157;		126200;		43;		19.71;		757.33;		0.18
2749;		126200;		126243;		43;		19.72;		757.37;		-0.26
2750;		126243;		126286;		43;		19.72;		757.37;		-0.26
2751;		126286;		126329;		43;		19.72;		757.37;		-0.26
2752;		126329;		126372;		43;		19.72;		757.37;		-0.26
2753;		126372;		126415;		43;		19.72;		757.37;		-0.26
2754;		126415;		126458;		43;		19.71;		757.45;		-1.16
2755;		126458;		126509;		51;		19.71;		757.33;		0.18
2756;		126509;		126552;		43;		19.72;		757.37;		-0.26
2757;		126552;		126595;		43;		19.72;		757.26;		0.96
2758;		126595;		126638;		43;		19.72;		757.37;		-0.26
2759;		126638;		126681;		43;		19.71;		757.33;		0.18
2760;		126681;		126724;		43;		19.72;		757.26;		0.96
2761;		126724;		126767;		43;		19.72;		757.26;		0.96
2762;		126767;		126810;		43;		19.71;		757.33;		0.18
2763;		126810;		126871;		61;		19.71;		757.22;		1.41
2764;		126871;		126933;		62;		19.72;		757.37;		-0.26
2765;		126933;		126976;		43;		19.72;		757.37;		-0.26
2766;		126976;		127019;		43;		19.71;		757.22;		1.41
2767;		127019;		127062;		43;		19.72;		757.26;		0.96
2768;		127062;		127105;		43;		19.71;		757.33;		0.18
2769;		127105;		127148;		43;		19.71;		757.33;		0.18
2770;		127148;		127191;		43;		19.72;		757.37;		-0.26
2771;		127191;		127234;		43;		19.72;		757.37;		-0.26
2772;		127234;		127277;		43;		19.72;		757.37;		-0.26
2773;		127277;		127320;		43;		19.71;		757.33;		0.18
2774;		127320;		127371;		51;		19.72;		757.37;		-0.26
2775;		127371;		127414;		43;		19.72;		757.37;		-0.26
2776;		127414;		127457;		43;		19.72;		757.37;		-0.26
2777;		127457;		127500;		43;		19.72;		757.26;		0.96
2778;		127500;		127543;		43;		19.72;		757.26;		0.96
2779;		127543;		127604;		61;		19.72;		757.26;		0.96
2780;		127604;		127647;		43;		19.71;		757.33;		0.18
2781;		127647;		127702;		55;		19.72;		757.37;		-0.26
2782;		127702;		127745;		43;		19.72;		757.37;		-0.26
2783;		127745;		127788;		43;		19.71;		757.33;		0.18
2784;		127788;		127839;		51;		19.71;		757.33;		0.18
2785;		127839;		127882;		43;		19.72;		757.37;		-0.26
2786;		127882;		127925;		43;		19.72;		757.37;		-0.26
2787;		127925;		127968;		43;		19.72;		757.37;		-0.26
2788;		127968;		128011;		43;		19.72;		757.26;		0.96
2789;		128011;		128054;		43;		19.72;		757.26;		0.96
2790;		128054;		128097;		43;		19.72;		757.37;		-0.26
2791;		128097;		128140;		43;		19.72;		757.37;		-0.26
2792;		128140;		128183;		43;		19.72;		757.37;		-0.26
2793;		128183;		128234;		51;		19.71;		757.33;		0.18
2794;		128234;		128277;		43;		19.71;		757.33;		0.18
2795;		128277;		128320;		43;		19.72;		757.37;		-0.26
2796;		128320;		128380;		60;		19.71;		757.22;		1.41
2797;		128380;		128423;		43;		19.72;		757.37;		-0.26
2798;		128423;		128477;		54;		19.72;		757.37;		-0.26
2799;		128477;		128520;		43;		19.72;		757.37;		-0.26
2800;		128520;		128563;		43;		19.72;		757.37;		-0.26
2801;		128563;		128606;		43;		19.72;		757.37;		-0.26
2802;		128606;		128649;		43;		19.72;		757.37;		-0.26
2803;		128649;		128700;		51;		19.72;		757.26;		0.96
2804;		128700;		128743;		43;		19.72;		757.37;		-0.26
2805;		128743;		128786;		43;		19.71;		757.33;		0.18
2806;		128786;		128829;		43;		19.72;		757.26;		0.96
2807;		128829;		128872;		43;		19.72;		757.48;		-1.49
2808;		128872;		128915;		43;		19.72;		757.37;		-0.26
2809;		128915;		128958;		43;		19.72;		757.37;		-0.26
2810;		128958;		129001;		43;		19.72;		757.37;		-0.26
2811;		129001;		129044;		43;		19.72;		757.37;		-0.26
2812;		129044;		129113;		69;		19.71;		757.33;		0.18
2813;		129113;		129156;		43;		19.71;		757.33;		0.18
2814;		129156;		129199;		43;		19.72;		757.37;		-0.26
2815;		129199;		129254;		55;		19.72;		757.37;		-0.26
2816;		129254;		129297;		43;		19.72;		757.37;		-0.26
2817;		129297;		129340;		43;		19.72;		757.37;		-0.26
2818;		129340;		129383;		43;		19.72;		757.37;		-0.26
2819;		129383;		129426;		43;		19.72;		757.37;		-0.26
2820;		129426;		129469;		43;		19.72;		757.37;		-0.26
2821;		129469;		129512;		43;		19.72;		757.37;		-0.26
2822;		129512;		129563;		51;		19.72;		757.37;		-0.26
2823;		129563;		129606;		43;		19.72;		757.37;		-0.26
2824;		129606;		129649;		43;		19.72;		757.37;		-0.26
2825;		129649;		129692;		43;		19.72;		757.37;		-0.26
2826;		129692;		129735;		43;		19.71;		757.33;		0.18
2827;		129735;		129778;		43;		19.72;		757.37;		-0.26
2828;		129778;		129821;		43;		19.72;		757.37;		-0.26
2829;		129821;		129882;		61;		19.72;		757.37;		-0.26
2830;		129882;		129925;		43;		19.72;		757.37;		-0.26
2831;		129925;		129976;		51;		19.72;		757.37;		-0.26
2832;		129976;		130031;		55;		19.71;		757.33;		0.18
2833;		130031;		130074;		43;		19.71;		757.22;		1.41
2834;		130074;		130117;		43;		19.71;		757.33;		0.18
2835;		130117;		130160;		43;		19.72;		757.26;		0.96
2836;		130160;		130203;		43;		19.72;		757.26;		0.96
2837;		130203;		130246;		43;		19.71;		757.33;		0.18
2838;		130246;		130289;		43;		19.72;		757.37;		-0.26
2839;		130289;		130332;		43;		19.72;		757.37;		-0.26
2840;		130332;		130375;		43;		19.71;		757.33;		0.18
2841;		130375;		130427;		52;		19.72;		757.37;		-0.26
2842;		130427;		130470;		43;		19.72;		757.48;		-1.49
2843;		130470;		130513;		43;		19.72;		757.37;		-0.26
2844;		130513;		130556;		43;		19.71;		757.22;		1.41
2845;		130556;		130616;		60;		19.71;		757.33;		0.18
2846;		130616;		130659;		43;		19.72;		757.37;		-0.26
2847;		130659;		130702;		43;		19.72;		757.26;		0.96
2848;		130702;		130745;		43;		19.72;		757.37;		-0.26
2849;		130745;		130788;		43;		19.71;		757.33;		0.18
2850;		130788;		130850;		62;		19.72;		757.37;		-0.26
2851;		130850;		130893;		43;		19.71;		757.22;		1.41
2852;		130893;		130936;		43;		19.72;		757.37;		-0.26
2853;		130936;		130979;		43;		19.72;		757.37;		-0.26
2854;		130979;		131022;		43;		19.72;		757.37;		-0.26
2855;		131022;		131065;		43;		19.72;		757.37;		-0.26
2856;		131065;		131108;		43;		19.71;		757.33;		0.18
2857;		131108;		131151;		43;		19.71;		757.33;		0.18
2858;		131151;		131194;		43;		19.71;		757.33;		0.18
2859;		131194;		131237;		43;		19.71;		757.33;		0.18
2860;		131237;		131312;		75;		19.71;		757.22;		1.41
2861;		131312;		131355;		43;		19.72;		757.37;		-0.26
2862;		131355;		131431;		76;		19.71;		757.33;		0.18
2863;		131431;		131474;		43;		19.72;		757.37;		-0.26
2864;		131474;		131517;		43;		19.72;		757.37;		-0.26
2865;		131517;		131560;		43;		19.72;		757.37;		-0.26
2866;		131560;		131603;		43;		19.72;		757.37;		-0.26
2867;		131603;		131657;		54;		19.71;		757.33;		0.18
2868;		131657;		131700;		43;		19.72;		757.37;		-0.26
2869;		131700;		131751;		51;		19.71;		757.33;		0.18
2870;		131751;		131794;		43;		19.71;		757.33;		0.18
2871;		131794;		131837;		43;		19.71;		757.45;		-1.16
2872;		131837;		131880;		43;		19.72;		757.37;		-0.26
2873;		131880;		131923;		43;		19.72;		757.37;		-0.26
2874;		131923;		131966;		43;		19.71;		757.22;		1.41
2875;		131966;		132009;		43;		19.71;		757.33;		0.18
2876;		132009;		132052;		43;		19.72;		757.37;		-0.26
2877;		132052;		132095;		43;		19.71;		757.22;		1.41
2878;		132095;		132156;		61;		19.72;		757.37;		-0.26
2879;		132156;		132207;		51;		19.71;		757.33;		0.18
2880;		132207;		132250;		43;		19.71;		757.33;		0.18
2881;		132250;		132293;		43;		19.72;		757.37;		-0.26
2882;		132293;		132336;		43;		19.71;		757.33;		0.18
2883;		132336;		132379;		43;		19.71;		757.33;		0.18
2884;		132379;		132434;		55;		19.72;		757.37;		-0.26
2885;		132434;		132477;		43;		19.71;		757.33;		0.18
2886;		132477;		132520;		43;		19.71;		757.45;		-1.16
2887;		132520;		132563;		43;		19.72;		757.37;		-0.26
2888;		132563;		132606;		43;		19.72;		757.26;		0.96
2889;		132606;		132657;		51;		19.72;		757.37;		-0.26
2890;		132657;		132700;		43;		19.71;		757.33;		0.18
2891;		132700;		132743;		43;		19.71;		757.33;		0.18
2892;		132743;		132786;		43;		19.71;		757.33;		0.18
2893;		132786;		132829;		43;		19.71;		757.33;		0.18
2894;		132829;		132872;		43;		19.72;		757.37;		-0.26
2895;		132872;		132932;		60;		19.71;		757.33;		0.18
2896;		132932;		132975;		43;		19.71;		757.33;		0.18
2897;		132975;		133018;		43;		19.72;		757.48;		-1.49
2898;		133018;		133069;		51;		19.72;		757.37;		-0.26
2899;		133069;		133112;		43;		19.72;		757.37;		-0.26
2900;		133112;		133155;		43;		19.71;		757.22;		1.41
2901;		133155;		133209;		54;		19.71;		757.45;		-1.16
2902;		133209;		133252;		43;		19.72;		757.37;		-0.26
2903;		133252;		133295;		43;		19.72;		757.37;		-0.26
2904;		133295;		133338;		43;		19.72;		757.37;		-0.26
2905;		133338;		133381;		43;		19.72;		757.37;		-0.26
2906;		133381;		133424;		43;		19.72;		757.37;		-0.26
2907;		133424;		133467;		43;		19.71;		757.22;		1.41
2908;		133467;		133518;		51;		19.72;		757.37;		-0.26
2909;		133518;		133561;		43;		19.72;		757.37;		-0.26
2910;		133561;		133604;		43;		19.71;		757.33;		0.18
2911;		133604;		133665;		61;		19.71;		757.33;		0.18
2912;		133665;		133708;		43;		19.72;		757.48;		-1.49
2913;		133708;		133751;		43;		19.72;		757.48;		-1.49
2914;		133751;		133794;		43;		19.71;		757.33;		0.18
2915;		133794;		133837;		43;		19.72;		757.37;		-0.26
2916;		133837;		133880;		43;		19.71;		757.22;		1.41
2917;		133880;		133931;		51;		19.72;		757.26;		0.96
2918;		133931;		133986;		55;		19.72;		757.37;		-0.26
2919;		133986;		134029;		43;		19.72;		757.37;		-0.26
2920;		134029;		134072;		43;		19.71;		757.22;		1.41
2921;		134072;		134115;		43;		19.71;		757.33;		0.18
2922;		134115;		134158;		43;		19.71;		757.22;		1.41
2923;		134158;		134201;		43;		19.72;		757.37;		-0.26
2924;		134201;		134244;		43;		19.72;		757.48;		-1.49
2925;		134244;		134287;		43;		19.72;		757.26;		0.96
2926;		134287;		134330;		43;		19.72;		757.37;		-0.26
2927;		134330;		134381;		51;		19.71;		757.33;		0.18
2928;		134381;		134442;		61;		19.71;		757.33;		0.18
2929;		134442;		134485;		43;		19.72;		757.37;		-0.26
2930;		134485;		134528;		43;		19.71;		757.33;		0.18
2931;		134528;		134571;		43;		19.71;		757.45;		-1.16
2932;		134571;		134614;		43;		19.71;		757.33;		0.18
2933;		134614;		134657;		43;		19.71;		757.33;		0.18
2934;		134657;		134700;		43;		19.72;		757.37;		-0.26
2935;		134700;		134743;		43;		19.72;		757.26;		0.96
2936;		134743;		134805;		62;		19.72;		757.37;		-0.26
2937;		134805;		134848;		43;		19.72;		757.37;		-0.26
2938;		134848;		134891;		43;		19.71;		757.33;		0.18
2939;		134891;		134934;		43;		19.72;		757.37;		-0.26
2940;		134934;		134977;		43;		19.72;		757.37;		-0.26
2941;		134977;		135020;		43;		19.71;		757.33;		0.18
2942;		135020;		135063;		43;		19.72;		757.37;		-0.26
2943;		135063;		135106;		43;		19.72;		757.37;		-0.26
2944;		135106;		135167;		61;		19.71;		757.33;		0.18
2945;		135167;		135210;		43;		19.72;		757.26;		0.96
2946;		135210;		135261;		51;		19.71;		757.45;		-1.16
2947;		135261;		135304;		43;		19.72;		757.48;		-1.49
2948;		135304;		135347;		43;		19.72;		757.37;		-0.26
2949;		135347;		135390;		43;		19.72;		757.37;		-0.26
2950;		135390;		135433;		43;		19.72;		757.37;		-0.26
2951;		135433;		135476;		43;		19.71;		757.22;		1.41
2952;		135476;		135519;		43;		19.72;		757.37;		-0.26
2953;		135519;		135574;		55;		19.72;		757.37;		-0.26
2954;		135574;		135617;		43;		19.72;		757.37;		-0.26
2955;		135617;		135660;		43;		19.72;		757.37;		-0.26
2956;		135660;		135711;		51;		19.72;		757.26;		0.96
2957;		135711;		135754;		43;		19.72;		757.37;		-0.26
2958;		135754;		135797;		43;		19.72;		757.37;		-0.26
2959;		135797;		135840;		43;		19.72;		757.26;		0.96
2960;		135840;		135883;		43;		19.72;		757.37;		-0.26
2961;		135883;		135944;		61;		19.72;		757.26;		0.96
2962;		135944;		135987;		43;		19.72;		757.37;		-0.26
2963;		135987;		136030;		43;		19.72;		757.48;		-1.49
2964;		136030;		136073;		43;		19.72;		757.37;		-0.26
2965;		136073;		136124;		51;		19.72;		757.37;		-0.26
2966;		136124;		136167;		43;		19.72;		757.26;		0.96
2967;		136167;		136210;		43;		19.72;		757.37;		-0.26
2968;		136210;		136253;		43;		19.72;		757.37;		-0.26
2969;		136253;		136296;		43;		19.72;		757.37;		-0.26
2970;		136296;		136350;		54;		19.72;		757.37;		-0.26
2971;		136350;		136393;		43;		19.72;		757.26;		0.96
2972;		136393;		136436;		43;		19.72;		757.37;		-0.26
2973;		136436;		136479;		43;		19.71;		757.33;		0.18
2974;		136479;		136522;		43;		19.72;		757.37;		-0.26
2975;		136522;		136573;		51;		19.72;		757.37;		-0.26
2976;		136573;		136616;		43;		19.72;		757.37;		-0.26
2977;		136616;		136677;		61;		19.72;		757.37;		-0.26
2978;		136677;		136720;		43;		19.72;		757.37;		-0.26
2979;		136720;		136763;		43;		19.72;		757.37;		-0.26
2980;		136763;		136806;		43;		19.72;		757.26;		0.96
2981;		136806;		136849;		43;		19.72;		757.37;		-0.26
2982;		136849;		136892;		43;		19.72;		757.37;		-0.26
2983;		136892;		136935;		43;		19.72;		757.37;		-0.26
2984;		136935;		136986;		51;		19.72;		757.48;		-1.49
2985;		136986;		137029;		43;		19.72;		757.37;		-0.26
2986;		137029;		137072;		43;		19.72;		757.48;		-1.49
2987;		137072;		137127;		55;		19.72;		757.37;		-0.26
2988;		137127;		137170;		43;		19.72;		757.37;		-0.26
2989;		137170;		137213;		43;		19.72;		757.37;		-0.26
2990;		137213;		137256;		43;		19.71;		757.33;		0.18
2991;		137256;		137299;		43;		19.72;		757.26;		0.96
2992;		137299;		137342;		43;		19.72;		757.37;		-0.26
2993;		137342;		137385;		43;		19.72;		757.37;		-0.26
2994;		137385;		137453;		68;		19.72;		757.37;		-0.26
2995;		137453;		137496;		43;		19.72;		757.37;		-0.26
2996;		137496;		137539;		43;		19.72;		757.37;		-0.26
2997;		137539;		137582;		43;		19.72;		757.37;		-0.26
2998;		137582;		137625;		43;		19.72;		757.37;		-0.26
2999;		137625;		137668;		43;		19.72;		757.37;		-0.26
3000;		137668;		137711;		43;		19.72;		757.37;		-0.26
3001;		137711;		137754;		43;		19.72;		757.37;		-0.26
3002;		137754;		137797;		43;		19.72;		757.37;		-0.26
3003;		137797;		137848;		51;		19.72;		757.26;		0.96
3004;		137848;		137903;		55;		19.72;		757.37;		-0.26
3005;		137903;		137946;		43;		19.72;		757.37;		-0.26
3006;		137946;		137989;		43;		19.72;		757.37;		-0.26
3007;		137989;		138032;		43;		19.72;		757.37;		-0.26
3008;		138032;		138075;		43;		19.72;		757.37;		-0.26
3009;		138075;		138118;		43;		19.72;		757.37;		-0.26
3010;		138118;		138179;		61;		19.71;		757.22;		1.41
3011;		138179;		138222;		43;		19.72;		757.48;		-1.49
3012;		138222;		138265;		43;		19.72;		757.37;		-0.26
3013;		138265;		138316;		51;		19.72;		757.37;		-0.26
3014;		138316;		138359;		43;		19.72;		757.37;		-0.26
3015;		138359;		138402;		43;		19.72;		757.37;		-0.26
3016;		138402;		138445;		43;		19.72;		757.37;		-0.26
3017;		138445;		138488;		43;		19.72;		757.37;		-0.26
3018;		138488;		138531;		43;		19.72;		757.37;		-0.26
3019;		138531;		138574;		43;		19.72;		757.37;		-0.26
3020;		138574;		138617;		43;		19.72;		757.37;		-0.26
3021;		138617;		138672;		55;		19.72;		757.37;		-0.26
3022;		138672;		138723;		51;		19.72;		757.37;		-0.26
3023;		138723;		138766;		43;		19.72;		757.26;		0.96
3024;		138766;		138809;		43;		19.72;		757.37;		-0.26
3025;		138809;		138852;		43;		19.72;		757.37;		-0.26
3026;		138852;		138895;		43;		19.71;		757.33;		0.18
3027;		138895;		138956;		61;		19.72;		757.37;		-0.26
3028;		138956;		138999;		43;		19.72;		757.37;		-0.26
3029;		138999;		139042;		43;		19.72;		757.37;		-0.26
3030;		139042;		139085;		43;		19.71;		757.22;		1.41
3031;		139085;		139128;		43;		19.72;		757.37;		-0.26
3032;		139128;		139180;		52;		19.71;		757.33;		0.18
3033;		139180;		139223;		43;		19.72;		757.37;		-0.26
3034;		139223;		139266;		43;		19.72;		757.26;		0.96
3035;		139266;		139309;		43;		19.72;		757.37;		-0.26
3036;		139309;		139352;		43;		19.72;		757.37;		-0.26
3037;		139352;		139395;		43;		19.72;		757.26;		0.96
3038;		139395;		139450;		55;		19.72;		757.37;		-0.26
3039;		139450;		139493;		43;		19.72;		757.37;		-0.26
3040;		139493;		139536;		43;		19.71;		757.33;		0.18
3041;		139536;		139588;		52;		19.71;		757.22;		1.41
3042;		139588;		139631;		43;		19.71;		757.33;		0.18
3043;		139631;		139708;		77;		19.71;		757.33;		0.18
3044;		139708;		139751;		43;		19.71;		757.33;		0.18
3045;		139751;		139794;		43;		19.72;		757.37;		-0.26
3046;		139794;		139837;		43;		19.72;		757.37;		-0.26
3047;		139837;		139880;		43;		19.72;		757.48;		-1.49
3048;		139880;		139923;		43;		19.72;		757.37;		-0.26
3049;		139923;		139966;		43;		19.72;		757.37;		-0.26
