Contador	Anterior	Actual	Intervalo	X_acc	Y_acc	Z_avv	X_gyr	Y_gyr	Z_gyr	X_mag	Y_mag	Z_mah
445;	61042;	61170;	128;	-0.05;	-4.57;	7.50;	175.12;	-168.94;	-48.38;	147.00;	-166.94;	-53.69
446;	61170;	61298;	128;	4.41;	-2.03;	11.14;	111.81;	-131.50;	-19.69;	102.38;	-135.19;	-19.06
447;	61298;	61428;	130;	5.53;	-0.43;	7.89;	11.81;	-135.37;	14.06;	11.81;	-135.37;	14.06
448;	61428;	61558;	130;	6.39;	-0.75;	5.71;	23.50;	-45.44;	10.69;	23.50;	-45.44;	10.69
449;	61558;	61694;	136;	7.32;	-0.02;	5.59;	28.44;	-43.50;	-11.56;	28.44;	-43.50;	-11.56
450;	61694;	61833;	139;	8.34;	0.93;	4.26;	107.12;	-67.31;	-36.19;	107.12;	-67.31;	-36.19
451;	61833;	61961;	128;	8.54;	2.20;	2.86;	114.50;	-77.25;	-90.69;	114.50;	-77.25;	-90.69
452;	61961;	62089;	128;	7.08;	3.25;	-1.87;	58.13;	-18.81;	-112.25;	58.13;	-18.81;	-112.25
453;	62089;	62220;	131;	3.85;	6.87;	-0.78;	-8.56;	56.44;	-169.44;	-8.56;	56.44;	-169.44
454;	62220;	62365;	145;	-1.91;	7.08;	-0.90;	-17.06;	75.25;	-202.94;	-17.06;	75.25;	-202.94
455;	62365;	62501;	136;	-4.28;	6.75;	1.75;	-151.00;	112.88;	-140.75;	-151.00;	112.88;	-140.75
456;	62501;	62632;	131;	-8.64;	4.36;	5.48;	-234.25;	98.25;	-132.75;	-234.25;	98.25;	-132.75
457;	62632;	62762;	130;	-6.49;	2.22;	0.87;	-165.50;	49.31;	-77.06;	-165.50;	49.31;	-77.06
458;	62762;	62890;	128;	-7.47;	0.16;	1.43;	-108.25;	41.31;	-92.50;	-108.25;	41.31;	-92.50
459;	62890;	63019;	129;	-9.61;	-3.71;	2.09;	-215.81;	44.13;	-100.06;	-215.81;	44.13;	-100.06
460;	63019;	63147;	128;	-8.36;	-5.37;	1.18;	-52.88;	-44.31;	-97.12;	-52.88;	-44.31;	-97.12
461;	63147;	63284;	137;	-6.83;	-6.94;	2.21;	-109.19;	-142.37;	-121.31;	-109.19;	-142.37;	-121.31
462;	63284;	63414;	130;	-5.26;	-7.50;	3.19;	76.37;	-154.06;	-46.13;	76.37;	-154.06;	-46.13
463;	63414;	63542;	128;	-2.61;	-7.37;	7.69;	125.06;	-186.25;	15.25;	125.06;	-186.25;	15.25
464;	63542;	63671;	129;	-0.69;	-4.03;	7.64;	214.88;	-151.00;	77.25;	214.88;	-151.00;	77.25
465;	63671;	63799;	128;	2.08;	-1.65;	8.43;	15.19;	0.56;	48.87;	15.19;	0.56;	48.87
466;	63799;	63936;	137;	0.36;	-0.99;	9.13;	6.62;	29.63;	15.56;	6.62;	29.63;	15.56
467;	63936;	64078;	142;	-1.24;	-0.92;	10.21;	-9.31;	26.69;	-5.50;	-9.31;	26.69;	-5.50
468;	64078;	64206;	128;	0.11;	-2.24;	9.65;	-48.38;	-24.56;	-27.37;	-48.38;	-24.56;	-27.37
469;	64206;	64337;	131;	0.16;	-1.44;	10.04;	42.31;	-15.00;	-21.87;	42.31;	-15.00;	-21.87
470;	64337;	64468;	131;	0.18;	-0.45;	9.23;	49.94;	4.12;	-4.12;	49.94;	4.12;	-4.12
471;	64468;	64630;	162;	-0.50;	0.08;	6.21;	-31.19;	5.37;	14.06;	-31.19;	5.37;	14.06
472;	64630;	64766;	136;	0.09;	-1.35;	8.95;	13.13;	-1.31;	5.25;	13.13;	-1.31;	5.25
473;	64766;	64894;	128;	-0.10;	-1.24;	9.44;	22.13;	-0.69;	-0.81;	22.13;	-0.69;	-0.81
474;	64894;	65022;	128;	-0.08;	-1.03;	10.89;	-16.37;	4.37;	3.25;	-16.37;	4.37;	3.25
475;	65022;	65150;	128;	-0.33;	-1.28;	9.40;	0.13;	-0.06;	0.06;	0.13;	-0.06;	0.06
476;	65150;	65281;	131;	-0.34;	-1.29;	9.45;	-0.06;	0.06;	0.06;	-0.06;	0.06;	0.06
477;	65281;	65411;	130;	-0.35;	-1.29;	9.44;	0.13;	0.06;	0.06;	0.13;	0.06;	0.06
478;	65411;	65550;	139;	-0.33;	-1.30;	9.43;	0.06;	-0.06;	0.06;	0.06;	-0.06;	0.06
479;	65550;	65680;	130;	-0.34;	-1.29;	9.48;	0.06;	0.00;	0.06;	0.06;	0.00;	0.06
480;	65680;	65808;	128;	-0.32;	-1.31;	9.43;	0.19;	-0.25;	0.00;	0.19;	-0.25;	0.00
481;	65808;	65936;	128;	-0.34;	-1.29;	9.45;	0.00;	0.13;	0.00;	0.00;	0.13;	0.00
482;	65936;	66065;	129;	-0.33;	-1.30;	9.44;	0.00;	0.00;	0.13;	-0.06;	0.13;	-0.06
483;	66065;	66195;	130;	-0.33;	-1.28;	9.43;	-0.06;	-0.13;	-0.06;	0.00;	0.06;	-0.13
484;	66195;	66336;	141;	-0.35;	-1.30;	9.45;	-0.06;	0.06;	0.06;	-0.06;	0.13;	0.13
485;	66336;	66474;	138;	-0.33;	-1.31;	9.43;	0.13;	-0.06;	0.00;	0.13;	-0.06;	0.00
486;	66474;	66601;	127;	-0.33;	-1.30;	9.43;	-0.13;	0.06;	-0.19;	-0.13;	0.06;	-0.19
487;	66601;	66746;	145;	-0.33;	-1.27;	9.46;	0.06;	0.06;	0.13;	0.06;	0.06;	0.13
488;	66746;	66876;	130;	-0.32;	-1.30;	9.45;	-0.06;	0.13;	0.06;	-0.06;	0.13;	0.06
489;	66876;	67004;	128;	-0.34;	-1.30;	9.42;	0.06;	-0.13;	0.00;	0.06;	-0.13;	0.00
490;	67004;	67133;	129;	-0.33;	-1.29;	9.44;	0.00;	0.00;	-0.13;	0.00;	0.00;	-0.13
491;	67133;	67269;	136;	-0.32;	-1.30;	9.44;	-0.06;	0.19;	0.00;	-0.06;	0.13;	-0.06
492;	67269;	67399;	130;	-0.32;	-1.29;	9.44;	0.00;	0.00;	0.06;	0.00;	-0.13;	0.13
493;	67399;	67529;	130;	-0.35;	-1.28;	9.44;	-0.13;	0.00;	0.00;	-0.13;	0.00;	0.00
494;	67529;	67658;	129;	-0.33;	-1.30;	9.43;	0.13;	-0.19;	0.06;	0.13;	-0.19;	0.06
495;	67658;	67789;	131;	-0.33;	-1.28;	9.45;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
496;	67789;	67919;	130;	-0.33;	-1.29;	9.45;	0.13;	0.06;	0.00;	0.13;	0.06;	0.00
497;	67919;	68090;	171;	-0.31;	-1.28;	9.42;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
498;	68090;	68220;	130;	-0.34;	-1.30;	9.44;	0.06;	0.00;	-0.06;	0.06;	0.00;	-0.06
499;	68220;	68351;	131;	-0.34;	-1.28;	9.44;	-0.06;	0.06;	0.06;	-0.06;	0.06;	0.06
500;	68351;	68492;	141;	-0.32;	-1.30;	9.46;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
501;	68492;	68622;	130;	-0.33;	-1.27;	9.42;	0.00;	-0.06;	0.06;	0.00;	-0.06;	0.06
502;	68622;	68753;	131;	-0.35;	-1.30;	9.44;	0.06;	0.06;	0.19;	0.00;	-0.06;	0.13
503;	68753;	68891;	138;	-0.33;	-1.28;	9.42;	0.06;	0.06;	0.00;	0.06;	0.06;	0.00
504;	68891;	69038;	147;	-0.33;	-1.28;	9.43;	0.06;	0.00;	-0.13;	0.06;	0.00;	-0.13
505;	69038;	69166;	128;	-0.33;	-1.29;	9.43;	0.00;	0.06;	-0.13;	-0.06;	-0.06;	-0.13
