0;	0;	6706;	6706;	21.01;	755.68;	0.68
2590;	118097;	118140;	43;	23.30;	754.87;	9.72
2591;	118140;	118183;	43;	23.30;	754.87;	9.72
2592;	118183;	118226;	43;	23.30;	754.87;	9.72
2593;	118226;	118269;	43;	23.30;	754.87;	9.72
2594;	118269;	118312;	43;	23.30;	754.87;	9.72
2595;	118312;	118355;	43;	23.30;	754.87;	9.72
2596;	118355;	118406;	51;	23.30;	754.87;	9.72
2597;	118406;	118449;	43;	23.28;	754.95;	8.83
2598;	118449;	118492;	43;	23.30;	754.76;	10.95
2599;	118492;	118553;	61;	23.28;	754.84;	10.06
2600;	118553;	118596;	43;	23.28;	754.84;	10.06
2601;	118596;	118651;	55;	23.28;	754.84;	10.06
2602;	118651;	118694;	43;	23.28;	754.84;	10.06
2603;	118694;	118737;	43;	23.28;	754.84;	10.06
2604;	118737;	118780;	43;	23.28;	754.84;	10.06
2605;	118780;	118823;	43;	23.28;	754.95;	8.83
2606;	118823;	118866;	43;	23.28;	754.95;	8.83
2607;	118866;	118917;	51;	23.28;	754.84;	10.06
2608;	118917;	118960;	43;	23.28;	754.95;	8.83
2609;	118960;	119003;	43;	23.28;	754.95;	8.83
2610;	119003;	119046;	43;	23.28;	754.95;	8.83
2611;	119046;	119089;	43;	23.28;	754.84;	10.06
2612;	119089;	119132;	43;	23.26;	754.92;	9.16
2613;	119132;	119175;	43;	23.28;	754.95;	8.83
2614;	119175;	119218;	43;	23.26;	755.03;	7.93
2615;	119218;	119261;	43;	23.26;	754.92;	9.16
2616;	119261;	119321;	60;	23.26;	754.92;	9.16
2617;	119321;	119372;	51;	23.26;	754.92;	9.16
2618;	119372;	119427;	55;	23.26;	755.03;	7.93
2619;	119427;	119470;	43;	23.26;	754.92;	9.16
2620;	119470;	119513;	43;	23.25;	755.00;	8.27
2621;	119513;	119556;	43;	23.26;	755.03;	7.93
2622;	119556;	119599;	43;	23.26;	755.03;	7.93
2623;	119599;	119642;	43;	23.26;	754.92;	9.16
2624;	119642;	119685;	43;	23.26;	754.92;	9.16
2625;	119685;	119728;	43;	23.25;	754.88;	9.61
2626;	119728;	119771;	43;	23.25;	755.00;	8.27
2627;	119771;	119814;	43;	23.25;	755.00;	8.27
2628;	119814;	119865;	51;	23.25;	755.00;	8.27
2629;	119865;	119908;	43;	23.25;	755.00;	8.27
2630;	119908;	119951;	43;	23.25;	755.00;	8.27
2631;	119951;	119994;	43;	23.25;	755.00;	8.27
2632;	119994;	120054;	60;	23.23;	754.96;	8.72
2633;	120054;	120097;	43;	23.23;	755.08;	7.38
2634;	120097;	120140;	43;	23.25;	755.00;	8.27
2635;	120140;	120210;	70;	23.23;	755.08;	7.38
2636;	120210;	120253;	43;	23.23;	754.85;	9.95
2637;	120253;	120296;	43;	23.23;	755.08;	7.38
2638;	120296;	120339;	43;	23.23;	755.08;	7.38
2639;	120339;	120390;	51;	23.23;	754.96;	8.72
2640;	120390;	120433;	43;	23.23;	755.08;	7.38
2641;	120433;	120476;	43;	23.23;	755.08;	7.38
2642;	120476;	120519;	43;	23.23;	755.08;	7.38
2643;	120519;	120562;	43;	23.23;	754.96;	8.72
2644;	120562;	120605;	43;	23.21;	755.04;	7.82
2645;	120605;	120648;	43;	23.21;	755.04;	7.82
2646;	120648;	120691;	43;	23.19;	754.90;	9.39
2647;	120691;	120734;	43;	23.21;	755.04;	7.82
2648;	120734;	120777;	43;	23.21;	755.04;	7.82
2649;	120777;	120837;	60;	23.21;	755.16;	6.48
2650;	120837;	120888;	51;	23.19;	755.12;	6.93
2651;	120888;	120931;	43;	23.19;	755.01;	8.16
2652;	120931;	120985;	54;	23.19;	755.01;	8.16
2653;	120985;	121028;	43;	23.19;	755.01;	8.16
2654;	121028;	121071;	43;	23.18;	755.09;	7.26
2655;	121071;	121114;	43;	23.19;	755.12;	6.93
2656;	121114;	121157;	43;	23.18;	755.09;	7.26
2657;	121157;	121200;	43;	23.18;	755.09;	7.26
2658;	121200;	121243;	43;	23.18;	754.98;	8.49
2659;	121243;	121286;	43;	23.18;	754.98;	8.49
2660;	121286;	121329;	43;	23.18;	755.09;	7.26
2661;	121329;	121380;	51;	23.16;	755.06;	7.60
2662;	121380;	121423;	43;	23.16;	755.17;	6.37
2663;	121423;	121466;	43;	23.16;	755.06;	7.60
2664;	121466;	121509;	43;	23.16;	755.06;	7.60
2665;	121509;	121569;	60;	23.16;	755.17;	6.37
2666;	121569;	121612;	43;	23.16;	755.17;	6.37
2667;	121612;	121655;	43;	23.16;	755.17;	6.37
2668;	121655;	121698;	43;	23.16;	755.06;	7.60
2669;	121698;	121741;	43;	23.16;	755.06;	7.60
2670;	121741;	121796;	55;	23.14;	755.14;	6.70
2671;	121796;	121839;	43;	23.14;	755.14;	6.70
2672;	121839;	121890;	51;	23.14;	755.14;	6.70
2673;	121890;	121933;	43;	23.14;	755.02;	8.05
2674;	121933;	121976;	43;	23.14;	755.14;	6.70
2675;	121976;	122019;	43;	23.14;	755.14;	6.70
2676;	122019;	122062;	43;	23.14;	755.25;	5.48
2677;	122062;	122105;	43;	23.14;	755.14;	6.70
2678;	122105;	122148;	43;	23.14;	755.14;	6.70
2679;	122148;	122191;	43;	23.14;	755.25;	5.48
2680;	122191;	122234;	43;	23.14;	755.14;	6.70
2681;	122234;	122277;	43;	23.14;	755.14;	6.70
2682;	122277;	122337;	60;	23.14;	755.02;	8.05
2683;	122337;	122421;	84;	23.12;	755.10;	7.15
2684;	122421;	122464;	43;	23.12;	755.22;	5.81
2685;	122464;	122507;	43;	23.12;	755.10;	7.15
2686;	122507;	122550;	43;	23.12;	755.10;	7.15
2687;	122550;	122605;	55;	23.11;	755.18;	6.26
2688;	122605;	122648;	43;	23.11;	755.18;	6.26
2689;	122648;	122691;	43;	23.11;	755.18;	6.26
2690;	122691;	122734;	43;	23.11;	755.18;	6.26
2691;	122734;	122777;	43;	23.09;	755.15;	6.59
2692;	122777;	122820;	43;	23.11;	755.18;	6.26
2693;	122820;	122863;	43;	23.11;	755.18;	6.26
2694;	122863;	122927;	64;	23.11;	755.18;	6.26
2695;	122927;	122970;	43;	23.09;	755.15;	6.59
2696;	122970;	123013;	43;	23.09;	755.15;	6.59
2697;	123013;	123056;	43;	23.09;	755.15;	6.59
2698;	123056;	123117;	61;	23.07;	755.12;	6.93
2699;	123117;	123160;	43;	23.07;	755.12;	6.93
2700;	123160;	123203;	43;	23.09;	755.15;	6.59
2701;	123203;	123246;	43;	23.06;	755.20;	6.03
2702;	123246;	123289;	43;	23.07;	755.23;	5.70
2703;	123289;	123332;	43;	23.06;	755.20;	6.03
2704;	123332;	123386;	54;	23.06;	755.20;	6.03
2705;	123386;	123437;	51;	23.06;	755.08;	7.38
2706;	123437;	123480;	43;	23.06;	755.20;	6.03
2707;	123480;	123523;	43;	23.04;	755.05;	7.71
2708;	123523;	123566;	43;	23.04;	755.28;	5.14
2709;	123566;	123609;	43;	23.06;	755.20;	6.03
2710;	123609;	123652;	43;	23.04;	755.16;	6.48
2711;	123652;	123695;	43;	23.04;	755.16;	6.48
2712;	123695;	123738;	43;	23.04;	755.16;	6.48
2713;	123738;	123781;	43;	23.02;	755.24;	5.59
2714;	123781;	123824;	43;	23.02;	755.13;	6.82
2715;	123824;	123884;	60;	23.02;	755.24;	5.59
2716;	123884;	123923;	39;	23.02;	755.24;	5.59
2717;	123923;	123966;	43;	23.00;	755.21;	5.92
2718;	123966;	124009;	43;	23.00;	755.21;	5.92
2719;	124009;	124052;	43;	23.00;	755.21;	5.92
2720;	124052;	124095;	43;	23.00;	755.21;	5.92
2721;	124095;	124138;	43;	23.00;	755.10;	7.15
2722;	124138;	124193;	55;	23.00;	755.21;	5.92
2723;	124193;	124236;	43;	22.99;	755.07;	7.49
2724;	124236;	124279;	43;	23.00;	755.10;	7.15
2725;	124279;	124322;	43;	22.99;	755.18;	6.26
2726;	124322;	124373;	51;	22.99;	755.07;	7.49
2727;	124373;	124416;	43;	22.99;	755.18;	6.26
2728;	124416;	124459;	43;	22.99;	755.18;	6.26
2729;	124459;	124502;	43;	22.97;	755.15;	6.59
2730;	124502;	124545;	43;	22.97;	755.15;	6.59
2731;	124545;	124588;	43;	22.97;	755.15;	6.59
2732;	124588;	124648;	60;	22.95;	755.11;	7.04
2733;	124648;	124716;	68;	22.95;	755.11;	7.04
2734;	124716;	124759;	43;	22.95;	755.22;	5.81
2735;	124759;	124802;	43;	22.95;	755.11;	7.04
2736;	124802;	124845;	43;	22.95;	755.22;	5.81
2737;	124845;	124896;	51;	22.93;	755.08;	7.38
2738;	124896;	124951;	55;	22.93;	755.08;	7.38
2739;	124951;	124994;	43;	22.93;	755.08;	7.38
2740;	124994;	125037;	43;	22.93;	755.19;	6.15
2741;	125037;	125080;	43;	22.93;	755.08;	7.38
2742;	125080;	125123;	43;	22.93;	755.19;	6.15
2743;	125123;	125166;	43;	22.93;	755.19;	6.15
2744;	125166;	125209;	43;	22.92;	755.16;	6.48
2745;	125209;	125252;	43;	22.92;	755.16;	6.48
2746;	125252;	125295;	43;	22.92;	755.16;	6.48
2747;	125295;	125338;	43;	22.90;	755.13;	6.82
2748;	125338;	125406;	68;	22.90;	755.13;	6.82
2749;	125406;	125449;	43;	22.90;	755.13;	6.82
2750;	125449;	125492;	43;	22.90;	755.13;	6.82
2751;	125492;	125535;	43;	22.90;	755.24;	5.59
2752;	125535;	125578;	43;	22.88;	755.21;	5.92
2753;	125578;	125621;	43;	22.88;	755.21;	5.92
2754;	125621;	125664;	43;	22.88;	755.21;	5.92
2755;	125664;	125707;	43;	22.88;	755.09;	7.26
2756;	125707;	125762;	55;	22.88;	755.21;	5.92
2757;	125762;	125805;	43;	22.86;	755.06;	7.60
2758;	125805;	125848;	43;	22.86;	755.17;	6.37
2759;	125848;	125899;	51;	22.86;	755.17;	6.37
2760;	125899;	125942;	43;	22.86;	755.17;	6.37
2761;	125942;	125985;	43;	22.86;	755.17;	6.37
2762;	125985;	126028;	43;	22.86;	755.17;	6.37
2763;	126028;	126071;	43;	22.86;	755.17;	6.37
2764;	126071;	126114;	43;	22.86;	755.17;	6.37
2765;	126114;	126175;	61;	22.85;	755.14;	6.70
2766;	126175;	126218;	43;	22.85;	755.14;	6.70
2767;	126218;	126261;	43;	22.85;	755.14;	6.70
2768;	126261;	126304;	43;	22.85;	755.14;	6.70
2769;	126304;	126347;	43;	22.85;	755.14;	6.70
2770;	126347;	126398;	51;	22.83;	755.11;	7.04
2771;	126398;	126441;	43;	22.83;	755.11;	7.04
2772;	126441;	126484;	43;	22.83;	755.11;	7.04
2773;	126484;	126538;	54;	22.83;	754.99;	8.38
2774;	126538;	126581;	43;	22.81;	755.19;	6.15
2775;	126581;	126624;	43;	22.81;	755.19;	6.15
2776;	126624;	126667;	43;	22.83;	755.22;	5.81
2777;	126667;	126710;	43;	22.81;	755.19;	6.15
2778;	126710;	126753;	43;	22.81;	755.19;	6.15
2779;	126753;	126796;	43;	22.81;	755.07;	7.49
2780;	126796;	126839;	43;	22.81;	755.19;	6.15
2781;	126839;	126907;	68;	22.81;	755.19;	6.15
2782;	126907;	126950;	43;	22.80;	755.15;	6.59
2783;	126950;	126993;	43;	22.80;	755.15;	6.59
2784;	126993;	127036;	43;	22.80;	755.15;	6.59
2785;	127036;	127079;	43;	22.80;	755.15;	6.59
2786;	127079;	127122;	43;	22.80;	755.15;	6.59
2787;	127122;	127165;	43;	22.80;	755.27;	5.25
2788;	127165;	127208;	43;	22.80;	755.15;	6.59
2789;	127208;	127251;	43;	22.78;	755.12;	6.93
2790;	127251;	127306;	55;	22.78;	755.12;	6.93
2791;	127306;	127349;	43;	22.78;	755.01;	8.16
2792;	127349;	127400;	51;	22.78;	755.23;	5.70
2793;	127400;	127443;	43;	22.78;	755.23;	5.70
2794;	127443;	127486;	43;	22.78;	755.23;	5.70
2795;	127486;	127529;	43;	22.78;	755.12;	6.93
2796;	127529;	127572;	43;	22.78;	755.23;	5.70
2797;	127572;	127615;	43;	22.78;	755.23;	5.70
2798;	127615;	127676;	61;	22.76;	755.09;	7.26
2799;	127676;	127719;	43;	22.76;	755.20;	6.03
2800;	127719;	127762;	43;	22.76;	755.20;	6.03
2801;	127762;	127805;	43;	22.76;	755.20;	6.03
2802;	127805;	127848;	43;	22.76;	755.20;	6.03
2803;	127848;	127899;	51;	22.76;	755.20;	6.03
2804;	127899;	127942;	43;	22.76;	755.31;	4.81
2805;	127942;	127985;	43;	22.74;	755.17;	6.37
2806;	127985;	128028;	43;	22.74;	755.06;	7.60
2807;	128028;	128098;	70;	22.74;	755.17;	6.37
2808;	128098;	128141;	43;	22.74;	755.28;	5.14
2809;	128141;	128184;	43;	22.74;	755.17;	6.37
2810;	128184;	128227;	43;	22.74;	755.17;	6.37
2811;	128227;	128270;	43;	22.74;	755.28;	5.14
2812;	128270;	128313;	43;	22.74;	755.17;	6.37
2813;	128313;	128356;	43;	22.74;	755.28;	5.14
2814;	128356;	128425;	69;	22.73;	755.25;	5.48
2815;	128425;	128468;	43;	22.73;	755.25;	5.48
2816;	128468;	128511;	43;	22.73;	755.25;	5.48
2817;	128511;	128554;	43;	22.73;	755.13;	6.82
2818;	128554;	128597;	43;	22.73;	755.25;	5.48
2819;	128597;	128640;	43;	22.73;	755.25;	5.48
2820;	128640;	128683;	43;	22.73;	755.13;	6.82
2821;	128683;	128726;	43;	22.71;	755.10;	7.15
2822;	128726;	128769;	43;	22.71;	755.10;	7.15
2823;	128769;	128812;	43;	22.71;	755.21;	5.92
2824;	128812;	128874;	62;	22.71;	755.21;	5.92
2825;	128874;	128917;	43;	22.71;	755.21;	5.92
2826;	128917;	128960;	43;	22.71;	755.21;	5.92
2827;	128960;	129003;	43;	22.71;	755.21;	5.92
2828;	129003;	129046;	43;	22.71;	755.21;	5.92
2829;	129046;	129089;	43;	22.69;	755.18;	6.26
2830;	129089;	129132;	43;	22.69;	755.18;	6.26
2831;	129132;	129193;	61;	22.69;	755.18;	6.26
2832;	129193;	129236;	43;	22.69;	755.18;	6.26
2833;	129236;	129279;	43;	22.69;	755.18;	6.26
2834;	129279;	129322;	43;	22.69;	755.07;	7.49
2835;	129322;	129405;	83;	22.67;	755.04;	7.82
2836;	129405;	129448;	43;	22.69;	755.18;	6.26
2837;	129448;	129491;	43;	22.69;	755.18;	6.26
2838;	129491;	129534;	43;	22.69;	755.18;	6.26
2839;	129534;	129577;	43;	22.69;	755.29;	5.03
2840;	129577;	129620;	43;	22.69;	755.29;	5.03
2841;	129620;	129663;	43;	22.69;	755.18;	6.26
2842;	129663;	129718;	55;	22.67;	755.37;	4.14
2843;	129718;	129761;	43;	22.67;	755.15;	6.59
2844;	129761;	129804;	43;	22.67;	755.26;	5.36
2845;	129804;	129847;	43;	22.67;	755.15;	6.59
2846;	129847;	129898;	51;	22.67;	755.15;	6.59
2847;	129898;	129959;	61;	22.67;	755.26;	5.36
2848;	129959;	130002;	43;	22.67;	755.15;	6.59
2849;	130002;	130045;	43;	22.66;	755.12;	6.93
2850;	130045;	130088;	43;	22.67;	755.26;	5.36
2851;	130088;	130131;	43;	22.67;	755.15;	6.59
2852;	130131;	130174;	43;	22.66;	755.23;	5.70
2853;	130174;	130217;	43;	22.66;	755.23;	5.70
2854;	130217;	130260;	43;	22.66;	755.12;	6.93
2855;	130260;	130303;	43;	22.66;	755.23;	5.70
2856;	130303;	130346;	43;	22.66;	755.23;	5.70
2857;	130346;	130397;	51;	22.66;	755.23;	5.70
2858;	130397;	130440;	43;	22.66;	755.23;	5.70
2859;	130440;	130495;	55;	22.66;	755.23;	5.70
2860;	130495;	130538;	43;	22.64;	755.19;	6.15
2861;	130538;	130581;	43;	22.66;	755.23;	5.70
2862;	130581;	130624;	43;	22.66;	755.34;	4.47
2863;	130624;	130667;	43;	22.66;	755.34;	4.47
2864;	130667;	130728;	61;	22.64;	755.31;	4.81
2865;	130728;	130771;	43;	22.64;	755.19;	6.15
2866;	130771;	130814;	43;	22.64;	755.19;	6.15
2867;	130814;	130857;	43;	22.64;	755.19;	6.15
2868;	130857;	130908;	51;	22.62;	755.16;	6.48
2869;	130908;	130951;	43;	22.64;	755.19;	6.15
2870;	130951;	130994;	43;	22.64;	755.19;	6.15
2871;	130994;	131037;	43;	22.64;	755.19;	6.15
2872;	131037;	131080;	43;	22.62;	755.27;	5.25
2873;	131080;	131123;	43;	22.64;	755.31;	4.81
2874;	131123;	131166;	43;	22.64;	755.31;	4.81
2875;	131166;	131209;	43;	22.64;	755.31;	4.81
2876;	131209;	131264;	55;	22.62;	755.27;	5.25
2877;	131264;	131307;	43;	22.62;	755.27;	5.25
2878;	131307;	131350;	43;	22.62;	755.27;	5.25
2879;	131350;	131401;	51;	22.62;	755.27;	5.25
2880;	131401;	131462;	61;	22.62;	755.27;	5.25
2881;	131462;	131505;	43;	22.62;	755.27;	5.25
2882;	131505;	131548;	43;	22.61;	755.13;	6.82
2883;	131548;	131591;	43;	22.61;	755.24;	5.59
2884;	131591;	131634;	43;	22.61;	755.24;	5.59
2885;	131634;	131677;	43;	22.62;	755.39;	3.91
2886;	131677;	131720;	43;	22.61;	755.24;	5.59
2887;	131720;	131763;	43;	22.61;	755.35;	4.36
2888;	131763;	131806;	43;	22.61;	755.24;	5.59
2889;	131806;	131849;	43;	22.61;	755.24;	5.59
2890;	131849;	131918;	69;	22.61;	755.35;	4.36
2891;	131918;	131961;	43;	22.61;	755.24;	5.59
2892;	131961;	132004;	43;	22.61;	755.24;	5.59
2893;	132004;	132058;	54;	22.61;	755.24;	5.59
2894;	132058;	132101;	43;	22.59;	755.21;	5.92
2895;	132101;	132144;	43;	22.61;	755.47;	3.02
2896;	132144;	132187;	43;	22.59;	755.32;	4.69
2897;	132187;	132248;	61;	22.59;	755.32;	4.69
2898;	132248;	132291;	43;	22.59;	755.32;	4.69
2899;	132291;	132334;	43;	22.59;	755.32;	4.69
2900;	132334;	132377;	43;	22.59;	755.43;	3.47
2901;	132377;	132428;	51;	22.59;	755.43;	3.47
2902;	132428;	132471;	43;	22.59;	755.43;	3.47
2903;	132471;	132514;	43;	22.57;	755.29;	5.03
2904;	132514;	132557;	43;	22.57;	755.29;	5.03
2905;	132557;	132600;	43;	22.57;	755.29;	5.03
2906;	132600;	132643;	43;	22.57;	755.29;	5.03
2907;	132643;	132686;	43;	22.57;	755.40;	3.80
2908;	132686;	132729;	43;	22.57;	755.29;	5.03
2909;	132729;	132772;	43;	22.57;	755.40;	3.80
2910;	132772;	132815;	43;	22.55;	755.37;	4.14
2911;	132815;	132870;	55;	22.57;	755.40;	3.80
2912;	132870;	132921;	51;	22.55;	755.25;	5.48
2913;	132921;	132982;	61;	22.55;	755.37;	4.14
2914;	132982;	133025;	43;	22.55;	755.25;	5.48
2915;	133025;	133068;	43;	22.55;	755.37;	4.14
2916;	133068;	133111;	43;	22.55;	755.25;	5.48
2917;	133111;	133154;	43;	22.55;	755.48;	2.91
2918;	133154;	133197;	43;	22.55;	755.37;	4.14
2919;	133197;	133240;	43;	22.55;	755.37;	4.14
2920;	133240;	133283;	43;	22.55;	755.25;	5.48
2921;	133283;	133326;	43;	22.55;	755.37;	4.14
2922;	133326;	133377;	51;	22.55;	755.37;	4.14
2923;	133377;	133420;	43;	22.55;	755.48;	2.91
2924;	133420;	133463;	43;	22.54;	755.33;	4.58
2925;	133463;	133506;	43;	22.54;	755.33;	4.58
2926;	133506;	133549;	43;	22.54;	755.33;	4.58
2927;	133549;	133592;	43;	22.54;	755.33;	4.58
2928;	133592;	133647;	55;	22.54;	755.33;	4.58
2929;	133647;	133690;	43;	22.54;	755.33;	4.58
2930;	133690;	133751;	61;	22.54;	755.33;	4.58
2931;	133751;	133794;	43;	22.54;	755.45;	3.24
2932;	133794;	133837;	43;	22.54;	755.33;	4.58
2933;	133837;	133888;	51;	22.52;	755.41;	3.69
2934;	133888;	133931;	43;	22.52;	755.41;	3.69
2935;	133931;	133974;	43;	22.52;	755.30;	4.92
2936;	133974;	134017;	43;	22.52;	755.41;	3.69
2937;	134017;	134060;	43;	22.52;	755.41;	3.69
2938;	134060;	134103;	43;	22.50;	755.38;	4.02
2939;	134103;	134146;	43;	22.52;	755.41;	3.69
2940;	134146;	134189;	43;	22.50;	755.49;	2.80
2941;	134189;	134232;	43;	22.50;	755.38;	4.02
2942;	134232;	134275;	43;	22.50;	755.38;	4.02
2943;	134275;	134318;	43;	22.50;	755.38;	4.02
2944;	134318;	134369;	51;	22.50;	755.49;	2.80
2945;	134369;	134424;	55;	22.50;	755.49;	2.80
2946;	134424;	134484;	60;	22.50;	755.38;	4.02
2947;	134484;	134527;	43;	22.48;	755.35;	4.36
2948;	134527;	134570;	43;	22.48;	755.46;	3.13
2949;	134570;	134613;	43;	22.48;	755.46;	3.13
2950;	134613;	134656;	43;	22.47;	755.31;	4.81
2951;	134656;	134699;	43;	22.47;	755.31;	4.81
2952;	134699;	134742;	43;	22.47;	755.43;	3.47
2953;	134742;	134785;	43;	22.47;	755.43;	3.47
2954;	134785;	134828;	43;	22.47;	755.43;	3.47
2955;	134828;	134879;	51;	22.45;	755.39;	3.91
2956;	134879;	134922;	43;	22.45;	755.39;	3.91
2957;	134922;	134965;	43;	22.45;	755.39;	3.91
2958;	134965;	135008;	43;	22.45;	755.39;	3.91
2959;	135008;	135051;	43;	22.45;	755.51;	2.57
2960;	135051;	135094;	43;	22.43;	755.47;	3.02
2961;	135094;	135137;	43;	22.43;	755.36;	4.25
2962;	135137;	135192;	55;	22.43;	755.47;	3.02
2963;	135192;	135253;	61;	22.43;	755.36;	4.25
2964;	135253;	135296;	43;	22.43;	755.47;	3.02
2965;	135296;	135339;	43;	22.42;	755.33;	4.58
2966;	135339;	135390;	51;	22.42;	755.44;	3.35
2967;	135390;	135433;	43;	22.42;	755.33;	4.58
2968;	135433;	135476;	43;	22.42;	755.33;	4.58
2969;	135476;	135519;	43;	22.42;	755.33;	4.58
2970;	135519;	135562;	43;	22.42;	755.44;	3.35
2971;	135562;	135605;	43;	22.42;	755.44;	3.35
2972;	135605;	135648;	43;	22.40;	755.41;	3.69
2973;	135648;	135691;	43;	22.40;	755.41;	3.69
2974;	135691;	135734;	43;	22.40;	755.30;	4.92
2975;	135734;	135777;	43;	22.40;	755.30;	4.92
2976;	135777;	135820;	43;	22.40;	755.41;	3.69
2977;	135820;	135871;	51;	22.40;	755.41;	3.69
2978;	135871;	135914;	43;	22.38;	755.37;	4.14
2979;	135914;	135987;	73;	22.38;	755.37;	4.14
2980;	135987;	136030;	43;	22.38;	755.49;	2.80
2981;	136030;	136073;	43;	22.36;	755.34;	4.47
2982;	136073;	136116;	43;	22.36;	755.34;	4.47
2983;	136116;	136159;	43;	22.36;	755.45;	3.24
2984;	136159;	136202;	43;	22.36;	755.34;	4.47
2985;	136202;	136245;	43;	22.36;	755.34;	4.47
2986;	136245;	136288;	43;	22.36;	755.57;	1.90
2987;	136288;	136331;	43;	22.35;	755.42;	3.58
2988;	136331;	136431;	100;	22.35;	755.42;	3.58
2989;	136431;	136474;	43;	22.35;	755.42;	3.58
2990;	136474;	136517;	43;	22.35;	755.42;	3.58
2991;	136517;	136560;	43;	22.33;	755.39;	3.91
2992;	136560;	136603;	43;	22.35;	755.42;	3.58
2993;	136603;	136646;	43;	22.35;	755.42;	3.58
2994;	136646;	136689;	43;	22.33;	755.39;	3.91
2995;	136689;	136732;	43;	22.33;	755.39;	3.91
2996;	136732;	136803;	71;	22.31;	755.24;	5.59
2997;	136803;	136846;	43;	22.33;	755.39;	3.91
2998;	136846;	136889;	43;	22.31;	755.36;	4.25
2999;	136889;	136940;	51;	22.31;	755.36;	4.25
3000;	136940;	136983;	43;	22.31;	755.36;	4.25
3001;	136983;	137026;	43;	22.31;	755.36;	4.25
3002;	137026;	137069;	43;	22.31;	755.47;	3.02
3003;	137069;	137112;	43;	22.29;	755.43;	3.47
3004;	137112;	137155;	43;	22.29;	755.32;	4.69
3005;	137155;	137198;	43;	22.29;	755.43;	3.47
3006;	137198;	137241;	43;	22.29;	755.43;	3.47
3007;	137241;	137284;	43;	22.29;	755.43;	3.47
3008;	137284;	137327;	43;	22.29;	755.32;	4.69
3009;	137327;	137370;	43;	22.28;	755.40;	3.80
3010;	137370;	137434;	64;	22.28;	755.40;	3.80
3011;	137434;	137477;	43;	22.28;	755.40;	3.80
3012;	137477;	137537;	60;	22.26;	755.37;	4.14
3013;	137537;	137592;	55;	22.26;	755.37;	4.14
3014;	137592;	137635;	43;	22.26;	755.37;	4.14
3015;	137635;	137678;	43;	22.26;	755.37;	4.14
3016;	137678;	137721;	43;	22.24;	755.22;	5.81
3017;	137721;	137764;	43;	22.26;	755.37;	4.14
3018;	137764;	137807;	43;	22.26;	755.37;	4.14
3019;	137807;	137850;	43;	22.26;	755.37;	4.14
3020;	137850;	137893;	43;	22.26;	755.37;	4.14
3021;	137893;	137932;	39;	22.26;	755.37;	4.14
3022;	137932;	137975;	43;	22.24;	755.34;	4.47
3023;	137975;	138018;	43;	22.24;	755.34;	4.47
3024;	138018;	138061;	43;	22.26;	755.37;	4.14
3025;	138061;	138104;	43;	22.26;	755.37;	4.14
3026;	138104;	138147;	43;	22.24;	755.22;	5.81
3027;	138147;	138190;	43;	22.24;	755.22;	5.81
3028;	138190;	138233;	43;	22.24;	755.34;	4.47
3029;	138233;	138294;	61;	22.24;	755.34;	4.47
3030;	138294;	138337;	43;	22.24;	755.45;	3.24
3031;	138337;	138400;	63;	22.24;	755.34;	4.47
3032;	138400;	138443;	43;	22.23;	755.42;	3.58
3033;	138443;	138486;	43;	22.24;	755.45;	3.24
3034;	138486;	138529;	43;	22.23;	755.30;	4.92
3035;	138529;	138572;	43;	22.23;	755.53;	2.35
3036;	138572;	138615;	43;	22.23;	755.42;	3.58
3037;	138615;	138658;	43;	22.23;	755.42;	3.58
3038;	138658;	138701;	43;	22.23;	755.42;	3.58
3039;	138701;	138744;	43;	22.23;	755.42;	3.58
3040;	138744;	138787;	43;	22.23;	755.42;	3.58
3041;	138787;	138830;	43;	22.23;	755.42;	3.58
3042;	138830;	138881;	51;	22.23;	755.42;	3.58
3043;	138881;	138924;	43;	22.21;	755.27;	5.25
3044;	138924;	138967;	43;	22.21;	755.38;	4.02
3045;	138967;	139010;	43;	22.21;	755.49;	2.80
3046;	139010;	139071;	61;	22.21;	755.38;	4.02
3047;	139071;	139114;	43;	22.21;	755.27;	5.25
3048;	139114;	139168;	54;	22.21;	755.38;	4.02
3049;	139168;	139211;	43;	22.21;	755.49;	2.80
3050;	139211;	139254;	43;	22.21;	755.38;	4.02
3051;	139254;	139297;	43;	22.21;	755.38;	4.02
3052;	139297;	139340;	43;	22.21;	755.49;	2.80
3053;	139340;	139391;	51;	22.21;	755.38;	4.02
3054;	139391;	139434;	43;	22.19;	755.35;	4.36
3055;	139434;	139477;	43;	22.21;	755.49;	2.80
3056;	139477;	139520;	43;	22.19;	755.57;	1.90
3057;	139520;	139563;	43;	22.19;	755.35;	4.36
3058;	139563;	139606;	43;	22.19;	755.35;	4.36
3059;	139606;	139649;	43;	22.19;	755.35;	4.36
3060;	139649;	139692;	43;	22.19;	755.46;	3.13
3061;	139692;	139735;	43;	22.19;	755.46;	3.13
3062;	139735;	139796;	61;	22.19;	755.35;	4.36
3063;	139796;	139839;	43;	22.19;	755.35;	4.36
3064;	139839;	139890;	51;	22.19;	755.46;	3.13
3065;	139890;	139945;	55;	22.19;	755.35;	4.36
3066;	139945;	139988;	43;	22.17;	755.43;	3.47
3067;	139988;	140031;	43;	22.19;	755.35;	4.36
3068;	140031;	140074;	43;	22.17;	755.32;	4.69
3069;	140074;	140117;	43;	22.17;	755.54;	2.24
3070;	140117;	140160;	43;	22.19;	755.46;	3.13
