Contador	Anterior	Actual	Intervalo	X_acc	Y_acc	Z_avv	X_gyr	Y_gyr	Z_gyr	X_mag	Y_mag	Z_mah
453;	62365;	62495;	130;	0.21;	-1.01;	9.43;	0.06;	0.06;	0.00;	0.06;	0.06;	0.00
454;	62495;	62626;	131;	0.19;	-1.01;	9.46;	-0.06;	-0.06;	0.00;	-0.06;	-0.06;	0.00
455;	62626;	62756;	130;	0.19;	-0.98;	9.44;	-0.19;	0.13;	-0.06;	-0.19;	0.13;	-0.06
456;	62756;	62884;	128;	0.20;	-1.01;	9.42;	0.13;	0.00;	-0.06;	0.13;	0.00;	-0.06
457;	62884;	63021;	137;	0.19;	-1.01;	9.45;	0.00;	-0.06;	0.06;	0.00;	-0.06;	0.06
458;	63021;	63149;	128;	0.20;	-1.00;	9.44;	0.00;	0.00;	-0.06;	0.06;	0.19;	0.00
459;	63149;	63279;	130;	0.18;	-1.01;	9.44;	0.06;	0.00;	0.13;	0.00;	-0.13;	0.06
460;	63279;	63409;	130;	0.19;	-1.00;	9.43;	0.00;	0.13;	-0.06;	0.00;	0.13;	-0.06
461;	63409;	63538;	129;	0.20;	-0.99;	9.42;	0.00;	-0.06;	-0.06;	0.00;	-0.06;	-0.06
462;	63538;	63669;	131;	0.21;	-1.01;	9.42;	0.00;	-0.25;	-0.06;	0.00;	-0.25;	-0.06
463;	63669;	63808;	139;	0.19;	-1.00;	9.45;	-0.13;	0.06;	-0.06;	-0.13;	0.06;	-0.06
464;	63808;	63936;	128;	0.19;	-1.02;	9.43;	0.00;	-0.25;	0.06;	0.00;	-0.25;	0.06
465;	63936;	64064;	128;	0.19;	-1.01;	9.44;	-0.06;	-0.13;	-0.13;	-0.06;	-0.13;	-0.13
466;	64064;	64193;	129;	0.21;	-1.00;	9.40;	-0.13;	-0.13;	0.06;	0.13;	-0.06;	0.00
467;	64193;	64323;	130;	0.21;	-1.00;	9.45;	0.00;	0.00;	0.00;	0.06;	0.00;	-0.13
468;	64323;	64464;	141;	0.19;	-1.00;	9.45;	0.00;	-0.06;	-0.06;	0.00;	-0.13;	0.00
469;	64464;	64611;	147;	0.21;	-0.98;	9.44;	-0.06;	0.06;	-0.13;	-0.06;	0.06;	-0.13
470;	64611;	64747;	136;	0.21;	-1.00;	9.42;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
471;	64747;	64875;	128;	0.19;	-1.01;	9.44;	-0.13;	-0.06;	0.00;	-0.06;	0.06;	-0.13
472;	64875;	65005;	130;	0.21;	-0.99;	9.46;	-0.13;	0.00;	0.00;	-0.06;	0.06;	-0.06
473;	65005;	65135;	130;	0.21;	-1.01;	9.45;	0.00;	-0.06;	-0.13;	0.00;	-0.06;	-0.13
474;	65135;	65265;	130;	0.19;	-1.00;	9.46;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
475;	65265;	65394;	129;	0.19;	-1.03;	9.43;	0.06;	-0.19;	0.06;	0.06;	-0.19;	0.06
476;	65394;	65533;	139;	0.19;	-1.00;	9.43;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
477;	65533;	65662;	129;	0.21;	-1.01;	9.42;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
478;	65662;	65790;	128;	0.21;	-1.02;	9.42;	0.06;	0.00;	0.06;	0.06;	0.00;	0.06
479;	65790;	65919;	129;	0.19;	-1.02;	9.46;	-0.06;	0.00;	-0.06;	-0.06;	0.13;	-0.06
480;	65919;	66048;	129;	0.20;	-1.00;	9.45;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
481;	66048;	66178;	130;	0.19;	-1.01;	9.42;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
482;	66178;	66317;	139;	0.21;	-1.00;	9.42;	0.00;	-0.06;	-0.06;	0.00;	-0.06;	-0.06
483;	66317;	66445;	128;	0.19;	-1.04;	9.43;	-0.06;	-0.13;	0.06;	-0.06;	-0.13;	0.06
484;	66445;	66583;	138;	0.19;	-1.01;	9.45;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
485;	66583;	66729;	146;	0.18;	-1.01;	9.44;	-0.06;	0.00;	-0.06;	-0.06;	0.00;	-0.06
486;	66729;	66860;	131;	0.20;	-1.01;	9.42;	0.06;	-0.13;	0.06;	0.06;	-0.13;	0.06
487;	66860;	66991;	131;	0.21;	-1.01;	9.45;	0.00;	0.06;	-0.19;	0.00;	0.06;	-0.19
488;	66991;	67130;	139;	0.18;	-1.01;	9.46;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
489;	67130;	67261;	131;	0.21;	-1.01;	9.45;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
490;	67261;	67392;	131;	0.19;	-1.01;	9.46;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
491;	67392;	67523;	131;	0.20;	-1.00;	9.46;	0.06;	0.06;	0.13;	0.06;	0.06;	0.13
492;	67523;	67652;	129;	0.21;	-1.01;	9.41;	0.00;	-0.25;	0.06;	0.00;	-0.25;	0.06
493;	67652;	67783;	131;	0.19;	-1.00;	9.43;	0.06;	0.00;	-0.06;	0.06;	0.00;	-0.06
494;	67783;	67914;	131;	0.20;	-1.00;	9.44;	-0.06;	0.00;	0.00;	-0.06;	0.00;	0.00
495;	67914;	68053;	139;	0.18;	-1.00;	9.41;	0.00;	0.13;	0.00;	0.00;	0.13;	0.00
496;	68053;	68183;	130;	0.21;	-1.01;	9.43;	-0.06;	0.00;	0.13;	-0.06;	0.00;	0.13
497;	68183;	68312;	129;	0.20;	-1.01;	9.41;	0.06;	-0.06;	0.06;	0.06;	-0.06;	0.06
498;	68312;	68440;	128;	0.20;	-0.99;	9.43;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
499;	68440;	68568;	128;	0.20;	-1.00;	9.45;	0.00;	0.19;	-0.06;	-0.06;	-0.06;	0.06
500;	68568;	68698;	130;	0.21;	-1.01;	9.45;	0.00;	0.00;	-0.06;	-0.06;	-0.06;	-0.06
501;	68698;	68847;	149;	0.21;	-0.99;	9.45;	0.00;	0.13;	0.00;	0.00;	0.13;	0.00
502;	68847;	68995;	148;	0.20;	-1.00;	9.43;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
503;	68995;	69124;	129;	0.19;	-1.01;	9.46;	0.00;	0.00;	0.06;	0.00;	0.00;	0.06
504;	69124;	69252;	128;	0.21;	-1.00;	9.45;	0.06;	0.06;	-0.13;	0.06;	0.06;	-0.13
505;	69252;	69381;	129;	0.20;	-1.00;	9.44;	0.06;	0.06;	0.06;	-0.06;	0.06;	-0.06
506;	69381;	69510;	129;	0.19;	-1.01;	9.40;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
507;	69510;	69640;	130;	0.21;	-0.99;	9.44;	0.00;	-0.06;	-0.06;	0.00;	-0.06;	-0.06
508;	69640;	69779;	139;	0.21;	-1.00;	9.44;	0.00;	-0.13;	0.00;	0.00;	-0.13;	0.00
509;	69779;	69906;	127;	0.20;	-1.00;	9.45;	-0.06;	0.06;	0.06;	-0.06;	0.06;	0.06
510;	69906;	70034;	128;	0.20;	-1.00;	9.44;	-0.06;	-0.06;	0.00;	-0.06;	-0.06;	0.00
511;	70034;	70163;	129;	0.20;	-0.99;	9.42;	-0.06;	0.00;	-0.06;	-0.06;	-0.06;	0.00
512;	70163;	70293;	130;	0.22;	-1.02;	9.44;	0.00;	0.13;	-0.06;	0.00;	0.13;	0.00
513;	70293;	70423;	130;	0.19;	-1.02;	9.45;	-0.06;	0.13;	0.00;	-0.06;	0.13;	0.00
514;	70423;	70562;	139;	0.20;	-1.01;	9.42;	-0.06;	0.13;	0.00;	-0.06;	0.13;	0.00
515;	70562;	70693;	131;	0.20;	-1.01;	9.44;	0.00;	-0.19;	0.06;	0.00;	-0.19;	0.06
516;	70693;	70824;	131;	0.20;	-1.01;	9.43;	0.00;	-0.13;	0.00;	0.00;	-0.13;	0.00
517;	70824;	70955;	131;	0.19;	-1.01;	9.45;	-0.06;	0.06;	0.00;	-0.06;	0.06;	0.00
518;	70955;	71114;	159;	0.20;	-1.01;	9.43;	-0.06;	0.06;	-0.13;	-0.06;	0.06;	-0.13
519;	71114;	71245;	131;	0.17;	-1.01;	9.42;	0.06;	-0.06;	0.06;	0.06;	-0.06;	0.06
520;	71245;	71384;	139;	0.22;	-1.00;	9.43;	0.06;	-0.13;	0.06;	0.06;	-0.13;	0.06
521;	71384;	71511;	127;	0.19;	-1.01;	9.43;	-0.13;	0.06;	0.06;	-0.13;	0.06;	0.06
522;	71511;	71639;	128;	0.19;	-0.98;	9.43;	-0.06;	0.13;	-0.06;	0.06;	0.06;	-0.13
523;	71639;	71768;	129;	0.20;	-1.02;	9.42;	0.00;	0.13;	-0.06;	0.06;	0.00;	0.06
524;	71768;	71898;	130;	0.20;	-1.00;	9.45;	0.00;	0.13;	-0.13;	0.00;	0.13;	-0.13
525;	71898;	72028;	130;	0.19;	-1.00;	9.42;	0.00;	-0.13;	0.06;	0.00;	-0.13;	0.06
526;	72028;	72199;	171;	0.21;	-1.00;	9.45;	0.00;	0.13;	-0.06;	0.00;	0.13;	-0.06
527;	72199;	72329;	130;	0.22;	-1.00;	9.43;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
528;	72329;	72460;	131;	0.20;	-1.02;	9.43;	0.06;	-0.19;	0.00;	0.06;	-0.19;	0.00
529;	72460;	72590;	130;	0.21;	-1.00;	9.47;	-0.06;	0.00;	0.00;	-0.06;	0.00;	0.00
530;	72590;	72719;	129;	0.20;	-1.01;	9.45;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
531;	72719;	72849;	130;	0.22;	-1.00;	9.45;	0.13;	-0.19;	0.06;	0.13;	-0.19;	0.06
532;	72849;	72979;	130;	0.20;	-1.00;	9.45;	0.00;	0.13;	-0.13;	0.00;	0.13;	-0.13
533;	72979;	73116;	137;	0.21;	-1.00;	9.45;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06
534;	73116;	73256;	140;	0.21;	-1.01;	9.44;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
535;	73256;	73401;	145;	0.19;	-1.01;	9.44;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
536;	73401;	73530;	129;	0.22;	-0.99;	9.43;	0.00;	-0.13;	-0.06;	0.00;	-0.13;	-0.06
537;	73530;	73658;	128;	0.19;	-1.00;	9.43;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06
538;	73658;	73786;	128;	0.20;	-1.01;	9.43;	-0.06;	-0.06;	0.06;	0.06;	-0.19;	0.06
539;	73786;	73924;	138;	0.18;	-1.01;	9.43;	0.00;	-0.13;	0.00;	0.00;	-0.13;	0.00
540;	73924;	74055;	131;	0.20;	-1.00;	9.44;	0.06;	-0.06;	0.00;	0.06;	-0.06;	0.00
541;	74055;	74185;	130;	0.20;	-1.00;	9.44;	0.13;	-0.25;	0.00;	0.13;	-0.25;	0.00
542;	74185;	74316;	131;	0.19;	-1.01;	9.43;	0.00;	0.06;	0.06;	0.00;	0.06;	0.06
543;	74316;	74446;	130;	0.21;	-1.01;	9.44;	-0.13;	-0.06;	-0.13;	-0.13;	-0.06;	-0.13
544;	74446;	74574;	128;	0.20;	-0.99;	9.43;	0.06;	-0.06;	0.00;	0.06;	-0.06;	0.00
545;	74574;	74724;	150;	0.20;	-1.00;	9.41;	-0.06;	0.13;	-0.06;	-0.06;	0.13;	-0.06
546;	74724;	74852;	128;	0.21;	-1.01;	9.45;	-0.06;	0.06;	-0.06;	-0.06;	0.06;	-0.06
547;	74852;	74980;	128;	0.19;	-1.02;	9.43;	0.00;	0.13;	-0.06;	-0.13;	0.13;	0.00
548;	74980;	75110;	130;	0.21;	-0.99;	9.44;	0.06;	0.00;	0.00;	0.06;	-0.19;	0.00
549;	75110;	75240;	130;	0.23;	-1.01;	9.45;	0.06;	-0.06;	0.00;	0.00;	0.00;	0.00
550;	75240;	75370;	130;	0.20;	-1.00;	9.42;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
551;	75370;	75530;	160;	0.19;	-1.02;	9.39;	0.00;	0.06;	-0.13;	0.00;	0.06;	-0.13
552;	75530;	75669;	139;	0.20;	-1.00;	9.44;	-0.06;	0.00;	0.00;	-0.06;	0.00;	0.00
553;	75669;	75799;	130;	0.19;	-1.00;	9.45;	0.06;	0.13;	0.00;	0.06;	0.13;	0.00
554;	75799;	75927;	128;	0.20;	-1.01;	9.41;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06
555;	75927;	76055;	128;	0.20;	-1.01;	9.43;	0.00;	-0.06;	-0.13;	0.00;	-0.06;	-0.13
556;	76055;	76184;	129;	0.18;	-1.01;	9.42;	-0.06;	0.13;	-0.06;	0.00;	0.00;	-0.06
557;	76184;	76313;	129;	0.21;	-1.00;	9.45;	-0.06;	0.06;	0.00;	-0.06;	0.06;	0.00
558;	76313;	76451;	138;	0.19;	-1.00;	9.45;	-0.06;	0.00;	-0.06;	-0.06;	0.00;	-0.06
559;	76451;	76578;	127;	0.19;	-1.00;	9.42;	0.06;	0.06;	0.00;	0.06;	0.06;	0.00
560;	76578;	76706;	128;	0.21;	-1.01;	9.43;	0.00;	-0.19;	-0.06;	-0.06;	0.00;	0.06
561;	76706;	76835;	129;	0.20;	-1.01;	9.40;	0.00;	0.06;	-0.13;	0.00;	0.06;	-0.13
562;	76835;	76965;	130;	0.21;	-1.01;	9.44;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
563;	76965;	77095;	130;	0.20;	-1.01;	9.46;	0.00;	0.00;	-0.13;	0.00;	0.00;	-0.13
564;	77095;	77234;	139;	0.20;	-1.01;	9.44;	0.00;	0.06;	-0.06;	0.00;	0.06;	-0.06
565;	77234;	77364;	130;	0.19;	-1.01;	9.44;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
566;	77364;	77493;	129;	0.22;	-0.98;	9.44;	0.00;	-0.06;	-0.13;	0.00;	-0.06;	-0.13
567;	77493;	77621;	128;	0.19;	-0.99;	9.44;	0.06;	-0.13;	0.00;	0.06;	-0.13;	0.00
568;	77621;	77778;	157;	0.18;	-1.01;	9.45;	-0.06;	-0.13;	0.06;	-0.06;	-0.13;	0.06
569;	77778;	77909;	131;	0.19;	-1.00;	9.44;	-0.06;	0.13;	-0.06;	-0.06;	0.13;	-0.06
570;	77909;	78047;	138;	0.19;	-1.01;	9.42;	-0.06;	0.00;	-0.13;	-0.06;	0.00;	-0.13
571;	78047;	78177;	130;	0.20;	-0.99;	9.45;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
572;	78177;	78307;	130;	0.20;	-0.99;	9.45;	0.00;	-0.06;	0.06;	0.00;	-0.06;	0.06
573;	78307;	78435;	128;	0.20;	-1.00;	9.45;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
574;	78435;	78563;	128;	0.21;	-1.01;	9.44;	0.00;	-0.13;	-0.06;	0.00;	0.06;	-0.06
575;	78563;	78692;	129;	0.20;	-1.00;	9.42;	0.13;	-0.13;	-0.06;	0.00;	-0.06;	0.06
576;	78692;	78822;	130;	0.21;	-1.01;	9.45;	0.19;	-0.06;	-0.06;	0.00;	0.06;	0.00
577;	78822;	78961;	139;	0.21;	-1.01;	9.42;	-0.06;	-0.06;	-0.13;	-0.06;	-0.06;	-0.13
578;	78961;	79089;	128;	0.20;	-1.02;	9.42;	0.13;	0.13;	0.00;	0.13;	0.13;	0.00
579;	79089;	79217;	128;	0.21;	-1.02;	9.45;	-0.13;	0.06;	-0.13;	-0.13;	0.06;	-0.13
580;	79217;	79345;	128;	0.21;	-1.00;	9.47;	0.06;	-0.19;	-0.06;	0.00;	-0.06;	0.00
581;	79345;	79475;	130;	0.21;	-0.99;	9.43;	0.06;	-0.06;	-0.06;	0.13;	0.06;	-0.06
582;	79475;	79605;	130;	0.22;	-1.01;	9.45;	0.06;	0.06;	0.00;	-0.06;	0.06;	-0.13
583;	79605;	79743;	138;	0.18;	-1.01;	9.42;	-0.06;	0.13;	-0.13;	-0.06;	0.13;	-0.13
584;	79743;	79902;	159;	0.20;	-0.98;	9.44;	0.00;	-0.13;	0.00;	0.00;	-0.13;	0.00
585;	79902;	80030;	128;	0.22;	-1.01;	9.46;	0.06;	0.06;	0.13;	0.06;	0.06;	0.13
586;	80030;	80158;	128;	0.21;	-0.99;	9.43;	0.00;	0.00;	0.06;	0.00;	-0.06;	0.06
587;	80158;	80288;	130;	0.21;	-1.01;	9.43;	0.06;	-0.19;	0.13;	-0.06;	0.00;	0.13
588;	80288;	80418;	130;	0.19;	-0.98;	9.45;	0.06;	-0.06;	0.00;	0.06;	-0.06;	0.00
589;	80418;	80556;	138;	0.20;	-1.01;	9.43;	0.13;	-0.06;	0.00;	0.13;	-0.06;	0.00
590;	80556;	80686;	130;	0.19;	-0.99;	9.46;	0.00;	0.13;	0.00;	0.00;	0.13;	0.00
591;	80686;	80816;	130;	0.20;	-1.01;	9.44;	-0.06;	0.13;	-0.19;	-0.06;	0.13;	-0.19
592;	80816;	80944;	128;	0.19;	-0.99;	9.40;	-0.06;	0.06;	0.06;	-0.06;	0.06;	0.06
593;	80944;	81072;	128;	0.20;	-0.99;	9.47;	0.06;	-0.13;	0.00;	0.06;	-0.13;	0.00
594;	81072;	81201;	129;	0.19;	-0.99;	9.42;	0.00;	0.00;	-0.06;	0.06;	-0.06;	0.06
595;	81201;	81331;	130;	0.20;	-1.00;	9.45;	0.06;	-0.06;	0.00;	-0.06;	-0.06;	0.13
596;	81331;	81469;	138;	0.19;	-0.99;	9.43;	0.00;	-0.06;	-0.06;	0.00;	-0.06;	-0.06
597;	81469;	81597;	128;	0.22;	-1.01;	9.43;	0.00;	-0.06;	-0.13;	0.00;	-0.06;	-0.13
598;	81597;	81725;	128;	0.21;	-1.00;	9.45;	0.00;	-0.06;	0.13;	0.00;	-0.06;	0.13
599;	81725;	81854;	129;	0.19;	-1.01;	9.43;	0.00;	0.00;	0.06;	-0.06;	0.13;	0.06
600;	81854;	81983;	129;	0.20;	-1.03;	9.46;	-0.13;	-0.13;	0.06;	-0.13;	-0.13;	0.06
601;	81983;	82142;	159;	0.18;	-0.99;	9.45;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
602;	82142;	82281;	139;	0.20;	-1.02;	9.46;	-0.06;	-0.06;	0.00;	-0.06;	-0.06;	0.00
603;	82281;	82410;	129;	0.20;	-1.01;	9.42;	0.06;	0.06;	0.00;	0.06;	0.06;	0.00
604;	82410;	82538;	128;	0.20;	-1.01;	9.45;	0.00;	-0.13;	0.06;	0.00;	-0.13;	0.06
605;	82538;	82667;	129;	0.19;	-1.00;	9.44;	0.00;	0.06;	0.06;	0.00;	0.00;	0.00
606;	82667;	82797;	130;	0.21;	-1.00;	9.42;	0.00;	0.06;	0.19;	-0.06;	-0.06;	0.00
607;	82797;	82927;	130;	0.21;	-1.00;	9.43;	0.00;	-0.06;	-0.06;	-0.13;	0.06;	0.00
608;	82927;	83065;	138;	0.21;	-1.00;	9.45;	-0.13;	-0.13;	0.06;	-0.13;	-0.13;	0.06
609;	83065;	83196;	131;	0.18;	-0.99;	9.43;	0.13;	0.00;	0.00;	0.13;	0.00;	0.00
610;	83196;	83327;	131;	0.19;	-1.00;	9.44;	-0.13;	-0.06;	0.06;	-0.13;	-0.06;	0.06
611;	83327;	83456;	129;	0.21;	-1.01;	9.43;	-0.06;	0.00;	0.00;	-0.06;	0.00;	0.00
612;	83456;	83586;	130;	0.20;	-0.99;	9.46;	0.06;	-0.13;	0.00;	0.06;	-0.13;	0.00
613;	83586;	83716;	130;	0.21;	-1.00;	9.43;	-0.06;	0.00;	0.06;	-0.06;	0.00;	0.06
614;	83716;	83884;	168;	0.20;	-0.98;	9.44;	-0.06;	0.13;	0.06;	-0.06;	0.13;	0.06
615;	83884;	84012;	128;	0.19;	-0.99;	9.41;	0.00;	-0.06;	0.00;	-0.06;	-0.13;	-0.06
616;	84012;	84141;	129;	0.20;	-1.00;	9.45;	0.00;	0.00;	0.06;	0.13;	-0.13;	-0.06
617;	84141;	84299;	158;	0.21;	-1.01;	9.45;	-0.06;	-0.06;	0.00;	-0.06;	-0.06;	0.00
618;	84299;	84429;	130;	0.20;	-1.01;	9.45;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
619;	84429;	84557;	128;	0.21;	-1.01;	9.40;	0.13;	0.19;	-0.06;	0.13;	0.19;	-0.06
620;	84557;	84685;	128;	0.19;	-0.99;	9.44;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
621;	84685;	84822;	137;	0.18;	-1.00;	9.42;	0.06;	-0.06;	0.06;	0.06;	-0.06;	0.06
622;	84822;	84952;	130;	0.21;	-0.99;	9.45;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
623;	84952;	85083;	131;	0.19;	-1.01;	9.43;	-0.06;	0.06;	0.06;	-0.06;	0.06;	0.06
624;	85083;	85212;	129;	0.19;	-1.01;	9.42;	0.06;	-0.06;	-0.06;	0.06;	-0.06;	-0.06
625;	85212;	85343;	131;	0.19;	-1.01;	9.46;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
626;	85343;	85473;	130;	0.21;	-1.00;	9.43;	0.06;	0.00;	-0.06;	0.06;	0.00;	-0.06
627;	85473;	85612;	139;	0.20;	-1.00;	9.44;	0.06;	0.00;	-0.06;	0.06;	0.00;	-0.06
628;	85612;	85740;	128;	0.21;	-1.01;	9.43;	0.00;	0.19;	-0.06;	0.00;	0.19;	-0.06
629;	85740;	85868;	128;	0.20;	-1.01;	9.42;	0.06;	0.00;	-0.13;	0.00;	0.06;	0.13
630;	85868;	85997;	129;	0.20;	-1.02;	9.46;	-0.13;	-0.06;	-0.06;	-0.06;	-0.06;	0.06
631;	85997;	86127;	130;	0.20;	-1.01;	9.43;	-0.13;	-0.06;	0.00;	-0.13;	-0.06;	0.00
632;	86127;	86257;	130;	0.21;	-1.01;	9.40;	0.06;	0.00;	-0.06;	0.06;	0.00;	-0.06
633;	86257;	86396;	139;	0.21;	-1.01;	9.47;	0.13;	0.06;	-0.06;	0.13;	0.06;	-0.06
634;	86396;	86571;	175;	0.19;	-1.01;	9.40;	-0.06;	0.13;	-0.13;	-0.06;	0.13;	-0.13
635;	86571;	86701;	130;	0.20;	-1.00;	9.42;	0.00;	0.00;	0.00;	-0.06;	-0.13;	0.00
636;	86701;	86830;	129;	0.20;	-1.01;	9.43;	-0.06;	-0.06;	0.00;	0.06;	-0.06;	0.00
637;	86830;	86960;	130;	0.19;	-1.00;	9.44;	0.06;	-0.13;	0.00;	0.00;	-0.13;	-0.06
638;	86960;	87090;	130;	0.21;	-0.99;	9.43;	-0.06;	0.31;	0.00;	-0.06;	0.31;	0.00
639;	87090;	87219;	129;	0.20;	-1.03;	9.43;	0.00;	-0.06;	-0.06;	0.00;	-0.06;	-0.06
640;	87219;	87357;	138;	0.19;	-1.01;	9.45;	0.06;	0.00;	0.13;	0.06;	0.00;	0.13
641;	87357;	87484;	127;	0.19;	-0.99;	9.43;	-0.06;	-0.25;	0.00;	-0.06;	-0.25;	0.00
642;	87484;	87613;	129;	0.18;	-1.01;	9.43;	0.00;	0.00;	-0.06;	0.06;	0.06;	0.06
643;	87613;	87743;	130;	0.20;	-1.01;	9.45;	-0.06;	0.06;	0.06;	-0.06;	0.06;	0.06
644;	87743;	87872;	129;	0.19;	-0.99;	9.43;	0.13;	0.13;	0.06;	0.13;	0.13;	0.06
645;	87872;	88003;	131;	0.20;	-0.99;	9.46;	0.00;	0.06;	-0.06;	0.00;	0.06;	-0.06
646;	88003;	88142;	139;	0.17;	-1.01;	9.46;	-0.19;	0.06;	0.00;	-0.19;	0.06;	0.00
647;	88142;	88270;	128;	0.21;	-1.01;	9.41;	0.00;	-0.13;	0.00;	0.00;	-0.13;	0.00
648;	88270;	88398;	128;	0.20;	-1.00;	9.45;	0.13;	0.06;	0.06;	0.13;	0.06;	0.06
649;	88398;	88527;	129;	0.19;	-1.00;	9.45;	0.06;	0.00;	0.00;	0.06;	-0.13;	0.06
650;	88527;	88674;	147;	0.21;	-1.01;	9.41;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
651;	88674;	88816;	142;	0.19;	-1.03;	9.45;	0.00;	-0.13;	-0.06;	0.00;	-0.13;	-0.06
652;	88816;	88955;	139;	0.22;	-1.01;	9.44;	-0.06;	0.06;	-0.06;	-0.06;	0.06;	-0.06
653;	88955;	89085;	130;	0.19;	-1.00;	9.43;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
654;	89085;	89215;	130;	0.19;	-1.01;	9.45;	0.13;	-0.19;	-0.13;	0.13;	-0.19;	-0.13
655;	89215;	89344;	129;	0.21;	-1.01;	9.43;	-0.06;	0.13;	-0.06;	-0.06;	0.13;	-0.06
656;	89344;	89472;	128;	0.20;	-1.02;	9.46;	0.13;	0.00;	0.00;	0.13;	0.00;	0.00
657;	89472;	89600;	128;	0.21;	-1.00;	9.43;	0.00;	-0.06;	-0.13;	0.00;	0.00;	-0.06
658;	89600;	89729;	129;	0.20;	-0.99;	9.44;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
659;	89729;	89868;	139;	0.21;	-1.02;	9.44;	0.00;	-0.13;	-0.06;	0.00;	-0.13;	-0.06
660;	89868;	89998;	130;	0.20;	-1.00;	9.42;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
661;	89998;	90126;	128;	0.20;	-1.01;	9.40;	-0.13;	0.06;	-0.13;	-0.13;	0.06;	-0.13
662;	90126;	90254;	128;	0.18;	-1.02;	9.41;	-0.13;	0.00;	-0.06;	-0.13;	0.00;	-0.06
663;	90254;	90383;	129;	0.22;	-1.01;	9.40;	0.00;	0.13;	0.00;	-0.06;	-0.06;	0.00
664;	90383;	90513;	130;	0.20;	-1.01;	9.43;	0.00;	-0.06;	0.00;	0.06;	0.13;	0.13
665;	90513;	90651;	138;	0.20;	-1.00;	9.44;	0.06;	-0.13;	0.13;	0.06;	-0.13;	0.13
666;	90651;	90779;	128;	0.21;	-1.01;	9.43;	-0.06;	0.00;	0.06;	-0.06;	0.00;	0.06
667;	90779;	90935;	156;	0.20;	-0.99;	9.40;	0.06;	0.13;	0.06;	0.00;	0.00;	0.00
668;	90935;	91065;	130;	0.20;	-1.01;	9.44;	0.06;	0.06;	-0.06;	-0.13;	-0.13;	-0.06
669;	91065;	91195;	130;	0.20;	-1.00;	9.43;	0.06;	0.13;	-0.06;	-0.06;	0.00;	-0.06
670;	91195;	91325;	130;	0.21;	-1.01;	9.44;	0.06;	0.00;	0.00;	0.00;	0.06;	-0.06
671;	91325;	91463;	138;	0.18;	-1.02;	9.44;	0.06;	0.00;	0.00;	0.06;	0.00;	0.00
672;	91463;	91592;	129;	0.19;	-1.00;	9.44;	0.06;	0.00;	0.06;	0.06;	0.00;	0.06
673;	91592;	91720;	128;	0.23;	-1.02;	9.45;	-0.06;	0.06;	-0.06;	-0.06;	0.06;	-0.06
674;	91720;	91848;	128;	0.20;	-0.99;	9.43;	0.00;	0.00;	0.06;	0.00;	0.00;	0.00
675;	91848;	91978;	130;	0.22;	-0.98;	9.42;	-0.06;	-0.06;	0.00;	-0.06;	-0.06;	-0.06
676;	91978;	92108;	130;	0.21;	-0.97;	9.45;	0.06;	-0.06;	0.00;	0.06;	-0.06;	0.00
677;	92108;	92246;	138;	0.21;	-1.00;	9.43;	0.13;	-0.19;	0.00;	0.13;	-0.19;	0.00
678;	92246;	92376;	130;	0.21;	-1.00;	9.43;	0.00;	-0.25;	0.06;	0.00;	-0.25;	0.06
679;	92376;	92506;	130;	0.20;	-1.01;	9.42;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
